uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
cd533f36-c992-556b-9a46-dd2dfc36ca80,math-word-problem,no,,no,no,,"The polynomial $x^3 - 2004 x^2 + mx + n$ has integer coefficients and three distinct positive zeros.  Exactly one of these is an integer, and it is the sum of the other two.  How many values of $n$ are possible?",,"import Mathlib

/- The polynomial $x^3 - 2004 x^2 + mx + n$ has integer coefficients and three distinct positive zeros.  Exactly one of these is an integer, and it is the sum of the other two.  How many values of $n$ are possible? -/
theorem algebra_16914 (f : ℤ → ℤ) (m n : ℤ) (h₀ : f = fun x => x^3 - 2004 * x^2 + m * x + n)
    (h₁ : ∃ x y z, x > 0 ∧ y > 0 ∧ z > 0 ∧ x ≠ y ∧ y ≠ z ∧ z ≠ x ∧ f x = 0 ∧ f y = 0 ∧ f z = 0)
    (h₂ : ∃ x, x > 0 ∧ f x = 0 ∧ x = y + z) :
    n = 0 ∨ n = 1 ∨ n = 2 ∨ n = 3 ∨ n = 4 ∨ n = 5 ∨ n = 6 ∨ n = 7 ∨ n = 8 ∨ n = 9 ∨
    n = 10 ∨ n = 11 ∨ n = 12 ∨ n = 13 ∨ n = 14 ∨ n = 15 ∨ n = 16 ∨ n = 17 ∨ n = 18 ∨
    n = 19 ∨ n = 20 ∨ n = 21 ∨ n = 22 ∨ n = 23 ∨ n = 24 ∨ n = 25 := by",,
17c94d8b-e325-569d-8a3a-a72fca6f96e7,math-word-problem,no,,no,yes,"Three, 15. The first payment of 198 yuan might be the actual price of the purchased items without any discount; it could also be the amount paid after a 10% discount. Therefore, we should discuss two scenarios.
(1) When 198 yuan is the amount paid for shopping without a discount, the original price of the purchased items is 198 yuan.

Also, $554=450+104$, where 450 yuan is the amount paid for 500 yuan worth of items at a 10% discount, and 104 yuan is the amount paid for items at a 20% discount, $104 \div 0.8 = 130$ (yuan).

Therefore, the original price of the items purchased for 554 yuan is $130+500=630$ (yuan). Thus, for purchasing items originally priced at $198+630=828$ (yuan) in one go, Xiao Liang should pay
$$
500 \times 0.9 + (828 - 500) \times 0.8 = 712.4 \text{ (yuan). }
$$
(2) When 198 yuan is the amount paid for shopping at a 10% discount, the original price of the purchased items is $198 \div 0.9 = 220$ (yuan).

Following the discussion in (1), for purchasing items originally priced at $220 + 630 = 850$ (yuan) in one go, the payment should be
$$
500 \times 0.9 + (850 - 500) \times 0.8 = 730 \text{ (yuan). }
$$

In summary, if Xiao Liang goes to the supermarket to purchase the same amount of items that Xiao Ming has already bought, he should pay 712.4 yuan or 730 yuan.","15. Huáshì Supermarket offers discounts to customers, with the following rules:
(1) If a single shopping trip is less than 200 yuan, no discount is given;
(2) If a single shopping trip is between 200 yuan and 500 yuan, a 10% discount is given;
(3) If a single shopping trip exceeds 500 yuan, the first 500 yuan is given a 10% discount, and the amount exceeding 500 yuan is given a 20% discount.

Xiaoming went to the supermarket twice and paid 198 yuan and 554 yuan respectively. Now Xiaoliang decides to buy the same amount of items in one trip that Xiaoming bought in two trips. How much does he need to pay?",,"import Mathlib

/- 15. Huáshì Supermarket offers discounts to customers, with the following rules:
(1) If a single shopping trip is less than 200 yuan, no discount is given;
(2) If a single shopping trip is between 200 yuan and 500 yuan, a 10% discount is given;
(3) If a single shopping trip exceeds 500 yuan, the first 500 yuan is given a 10% discount, and the amount exceeding 500 yuan is given a 20% discount.

Xiaoming went to the supermarket twice and paid 198 yuan and 554 yuan respectively. Now Xiaoliang decides to buy the same amount of items in one trip that Xiaoming bought in two trips. How much does he need to pay? -/
theorem algebra_316880 {x : ℝ} (hx : x > 0) (h1 : 198 * 0.9 = 554 * 0.8) :
    x = 712.4 ∨ x = 730 := by",,
8da86690-367d-5dbf-a173-1a2e17a4a49f,math-word-problem,no,,no,no,,7. [5] Suppose that $x$ and $y$ are complex numbers such that $x+y=1$ and that $x^{20}+y^{20}=20$. Find the sum of all possible values of $x^{2}+y^{2}$.,,"import Mathlib

/- 7. [5] Suppose that $x$ and $y$ are complex numbers such that $x+y=1$ and that $x^{20}+y^{20}=20$. Find the sum of all possible values of $x^{2}+y^{2}$. -/
theorem algebra_157174 (x y : ℂ) (h₀ : x + y = 1) (h₁ : x^20 + y^20 = 20) :
    x^2 + y^2 = -90 := by",,
ea2d0293-74c3-53f6-97d1-c095f0c69222,math-word-problem,no,,no,yes,"$\triangle$ Let's denote the unknown digits in sequential order as $x, y$, and $z$. Then the six-digit number takes the form $\overline{456 x y z}$.

Since $504=7 \cdot 8 \cdot 9$, it might seem that we need to use the divisibility rules for 8 and 9. However, since the digits $x, y$, and $z$ are adjacent, it is easier to find the number $\overline{x y z}$ directly. To do this, we proceed as follows:

$$
\overline{456 x y z}=456000+\overline{x y z}
$$

We divide 456000 by 504 with a remainder:

$$
456000=504 \cdot 904+384
$$

Then

$$
\overline{456 x y z}=504 \cdot 904+384+\overline{x y z}
$$

The sum $384+\overline{x y z}$ must be divisible by 504.

It can be equal to 504:

$$
384+\overline{x y z}=504
$$

from which

$$
\overline{x y z}=504-384=120
$$

It can also be equal to $504 \cdot 2=1008$:

$$
384+\overline{x y z}=1008
$$

from which

$$
\overline{x y z}=1008-384=624.
$$

Answer: The digits form the numbers 120 or 624.",268. What three digits should be appended to the number 456 so that the resulting six-digit number is divisible by 504? Find all solutions.,,"import Mathlib

/- 268. What three digits should be appended to the number 456 so that the resulting six-digit number is divisible by 504? Find all solutions. -/
theorem number_theory_112404 (n : ℕ) (h₀ : n < 1000) :
    504 ∣ 456000 + n := by",,
ac1200b7-04a7-5491-92fe-6e9c2f44d477,MCQ,no,,no,no,,"Let the line $nx + (n+1)y = \sqrt{2}$ ($n$ being a positive integer) form a triangle with the two coordinate axes, with the area of the triangle being $S_{n} (n=1,2,...,2008)$. Then the value of $S_{1} + S_{2} + \cdots + S_{2008}$ is (       ).

A: 1
B: $\frac{2007}{2008}$
C: $\frac{2006}{2007}$
D: $\frac{2008}{2009}$",,"import Mathlib

open Real

/- Let the line $nx + (n+1)y = \sqrt{2}$ ($n$ being a positive integer) form a triangle with the two coordinate axes, with the area of the triangle being $S_{n} (n=1,2,...,2008)$. Then the value of $S_{1} + S_{2} + \cdots + S_{2008}$ is (       ).

A: 1
B: $\frac{2007}{2008}$
C: $\frac{2006}{2007}$
D: $\frac{2008}{2009}$ -/
theorem algebra_8108 {S : ℕ → ℝ} (hS : ∀ n, S n = (1/2) * (sqrt 2 / n) * (sqrt 2 / (n + 1))) :
    ∑ i in Finset.Icc 1 2008, S i = 2008 / 2009 := by",,
32232b9d-8740-527d-95e4-a627fc7deaa0,math-word-problem,no,,no,yes,"If $\Delta=4\left(a^{2}-1\right)0$, then the 4 roots correspond to 4 points in the complex plane: $(1,2),(1,-2),\left(-a-\sqrt{a^{2}-1}, 0\right),\left(-a+\sqrt{a^{2}-1}, 0\right)$. Thus, the center of the circle is $(-a, 0)$, leading to $\sqrt{(a+1)^{2}+4}=\sqrt{a^{2}-1} \Rightarrow a=-3$. Therefore, the range of the real number $a$ is $(-1,1) \cup\{-3\}$.","7. Let $a$ be a real number. The equation $\left(z^{2}-2 z+5\right)\left(z^{2}+2 a z+1\right)=0$ has 4 distinct roots, and the 4 points corresponding to these roots in the complex plane are concyclic. Then the range of the real number $a$ is $\qquad$

Translate the above text into English, please keep the original text's line breaks and format, and output the translation result directly.",,"import Mathlib

open Complex Filter Function Metric Finset
open scoped BigOperators Topology

/- 7. Let $a$ be a real number. The equation $\left(z^{2}-2 z+5\right)\left(z^{2}+2 a z+1\right)=0$ has 4 distinct roots, and the 4 points corresponding to these roots in the complex plane are concyclic. Then the range of the real number $a$ is $\qquad$

Translate the above text into English, please keep the original text's line breaks and format, and output the translation result directly. -/
theorem calculus_219471 (a : ℝ) (h : {z : ℂ | (z^2 - 2 * z + 5) * (z^2 + 2 * a * z + 1) = 0}.encard = 4)
  (h' : ∃ c r, ∀ z ∈ {z : ℂ | (z^2 - 2 * z + 5) * (z^2 + 2 * a * z + 1) = 0}, dist z c = r) :
  a ∈ Set.Ioo (-1) 1 ∪ {-3} := by",,
8f731d9f-bfda-523a-b1d8-26d9f121b93c,proof,yes,yes,yes_generated,yes,"4. It is known that the sum of the distances from any point inside an equilateral triangle to its three sides equals the length of the triangle's altitude.

This problem is modified to prove: If $x+y+z=1$, then equation (1) holds.

For $x+y+z=1$, by the arithmetic-geometric mean inequality, we have
$$
\begin{array}{l}
x y+y z+z x=(x y+y z+z x)(x+y+z) \\
\geqslant 3 \sqrt[3]{(x y)(y z)(z x)} \cdot 3 \sqrt[3]{x y z} \\
=9 x y z \\
\Rightarrow x y+y z+z x-3 x y z \geqslant 6 x y z \\
\Rightarrow(x+y+z)^{2}+x y(x+y)+y z(y+z)+ \\
\quad z x(z+x)-6 x y z \geqslant 1 .
\end{array}
$$

Rearranging, we get that equation (1) holds.","4. Given that $P$ is a point inside an equilateral $\triangle A B C$ with height 1. If $x, y, z$ are the distances from point $P$ to the three sides, prove:
$$
x^{2}+y^{2}+z^{2} \geqslant x^{3}+y^{3}+z^{3}+6 x y z \text {. }
$$","We are given that $x, y, z$ are positive real numbers such that $x + y + z = 1$. We want to prove the inequality:
$$x^2 + y^2 + z^2 \ge x^3 + y^3 + z^3 + 6xyz$$

Since $x + y + z = 1$, we can multiply the left-hand side of the inequality by $(x+y+z)$ without changing its value. This allows us to state an equivalent inequality:
$$(x+y+z)(x^2 + y^2 + z^2) \ge x^3 + y^3 + z^3 + 6xyz$$

To prove this, we will show that the difference between the left-hand side and the right-hand side is non-negative. Let's consider this difference:
$$ (x+y+z)(x^2 + y^2 + z^2) - (x^3 + y^3 + z^3 + 6xyz) $$

First, we expand the product $(x+y+z)(x^2 + y^2 + z^2)$:
$$ (x^3 + xy^2 + xz^2) + (yx^2 + y^3 + yz^2) + (zx^2 + zy^2 + z^3) $$
$$ = x^3 + y^3 + z^3 + xy^2 + xz^2 + yx^2 + yz^2 + zx^2 + zy^2 $$

Now, substituting this back into our expression for the difference, the cubic terms cancel out:
$$ (x^3 + y^3 + z^3 + xy^2 + xz^2 + yx^2 + yz^2 + zx^2 + zy^2) - (x^3 + y^3 + z^3 + 6xyz) $$
$$ = xy^2 + xz^2 + yx^2 + yz^2 + zx^2 + zy^2 - 6xyz $$

We can rearrange this expression by grouping terms:
$$ (xy^2 - 2xyz + xz^2) + (yx^2 - 2xyz + yz^2) + (zx^2 - 2xyz + zy^2) $$

Factoring out $x$, $y$, and $z$ from each group respectively reveals a sum of squares:
$$ x(y^2 - 2yz + z^2) + y(x^2 - 2xz + z^2) + z(x^2 - 2xy + y^2) $$
$$ = x(y-z)^2 + y(x-z)^2 + z(x-y)^2 $$

By hypothesis, $x, y, z$ are all positive. The terms $(y-z)^2$, $(x-z)^2$, and $(x-y)^2$ are squares of real numbers, so they are always non-negative. The product of a positive number and a non-negative number is non-negative. Therefore, each term in the sum $x(y-z)^2 + y(x-z)^2 + z(x-y)^2$ is non-negative.

The sum of non-negative terms is itself non-negative. Thus,
$$ x(y-z)^2 + y(x-z)^2 + z(x-y)^2 \ge 0 $$

This establishes that $(x+y+z)(x^2 + y^2 + z^2) - (x^3 + y^3 + z^3 + 6xyz) \ge 0$, which implies
$$ (x+y+z)(x^2 + y^2 + z^2) \ge x^3 + y^3 + z^3 + 6xyz $$

Finally, since $x+y+z=1$, this simplifies to the desired inequality:
$$ x^2 + y^2 + z^2 \ge x^3 + y^3 + z^3 + 6xyz $$
This completes the proof.","import Mathlib

open Real
open scoped BigOperators

/- 4. Given that $P$ is a point inside an equilateral $\triangle A B C$ with height 1. If $x, y, z$ are the distances from point $P$ to the three sides, prove:
$$
x^{2}+y^{2}+z^{2} \geqslant x^{3}+y^{3}+z^{3}+6 x y z \text {. }
$$ -/
theorem inequalities_195383 (x y z : ℝ) (hx : x > 0) (hy : y > 0) (hz : z > 0)
  (h : x + y + z = 1) :
  x^2 + y^2 + z^2 ≥ x^3 + y^3 + z^3 + 6 * x * y * z :=
","import Mathlib

open Real
open scoped BigOperators

theorem inequalities_195383 (x y z : ℝ) (hx : x > 0) (hy : y > 0) (hz : z > 0)
  (h : x + y + z = 1) :
  x^2 + y^2 + z^2 ≥ x^3 + y^3 + z^3 + 6 * x * y * z := by

  have h1 : z = 1 - x - y := by linarith

  rw [h1]

  nlinarith [sq_nonneg (x - y), sq_nonneg (x - (1 - x - y)), sq_nonneg (y - (1 - x - y)), 
          mul_pos hx hy, mul_pos hx (show (1 - x - y) > 0 by nlinarith), mul_pos hy (show (1 - x - y) > 0 by nlinarith)]",
5e500b38-7d82-5ab0-9451-f53d0dc430df,proof,no,,no,yes,"We need to prove that for all \(a, b > 0\) with \(a + b = 2\), we have 
\[ \left(a^n + 1\right)\left(b^n + 1\right) \ge 4 \]
for all \(n \in \mathbb{N}_{\ge 2}\).

1. **Substitute \(a = 1 + x\) and \(b = 1 - x\):**
   Since \(a + b = 2\), we can write \(a = 1 + x\) and \(b = 1 - x\) for some \(x \in \left(-1, 1\right)\).

2. **Express the product \(\left(a^n + 1\right)\left(b^n + 1\right)\):**
   \[
   \left((1 + x)^n + 1\right)\left((1 - x)^n + 1\right)
   \]

3. **Use the binomial theorem to expand \((1 + x)^n\) and \((1 - x)^n\):**
   \[
   (1 + x)^n = \sum_{k=0}^{n} \binom{n}{k} x^k
   \]
   \[
   (1 - x)^n = \sum_{k=0}^{n} \binom{n}{k} (-x)^k
   \]

4. **Combine the expansions:**
   \[
   (1 + x)^n + (1 - x)^n = 2 \sum_{\text{even } k} \binom{n}{k} x^k
   \]
   Since the odd powers of \(x\) cancel out, we are left with only the even powers.

5. **Evaluate the product:**
   \[
   \left((1 + x)^n + 1\right)\left((1 - x)^n + 1\right) = \left(2 \sum_{\text{even } k} \binom{n}{k} x^k + 1\right)\left(2 \sum_{\text{even } k} \binom{n}{k} (-x)^k + 1\right)
   \]

6. **Simplify the expression:**
   Notice that for \(n \ge 2\), the sum of the even terms will always be greater than or equal to 1. Therefore, we can write:
   \[
   \left(2 \sum_{\text{even } k} \binom{n}{k} x^k + 1\right)\left(2 \sum_{\text{even } k} \binom{n}{k} (-x)^k + 1\right) \ge 4
   \]

7. **Verify the inequality:**
   For \(x = 0\), we have \(a = b = 1\), and:
   \[
   \left(1^n + 1\right)\left(1^n + 1\right) = 2 \cdot 2 = 4
   \]
   For other values of \(x\), the product will be greater than or equal to 4 due to the symmetry and the nature of the binomial expansion.

Thus, we have shown that:
\[
\left(a^n + 1\right)\left(b^n + 1\right) \ge 4
\]
for all \(a, b > 0\) with \(a + b = 2\) and \(n \in \mathbb{N}_{\ge 2}\).

\(\blacksquare\)","Prove that for all $a,b>0$ with $a+b=2$, we have
$$\left(a^n+1\right)\left(b^n+1\right)\ge4$$
for all $n\in\mathbb N_{\ge2}$.",,"import Mathlib

/- Prove that for all $a,b>0$ with $a+b=2$, we have
$$\left(a^n+1\right)\left(b^n+1\right)\ge4$$
for all $n\in\mathbb N_{\ge2}$. -/
theorem inequalities_88401 (a b : ℝ) (ha : 0 < a) (hb : 0 < b)
    (h : a + b = 2) (n : ℕ) (hn : 2 ≤ n) :
    (a ^ n + 1) * (b ^ n + 1) ≥ 4 := by",,
55922339-0a9a-5c19-9660-4d69bf45c65d,math-word-problem,no,,no,yes,"12. $y=f_{1}(x)$ reaches its maximum value 1 at $x=\frac{1}{2}$, and its minimum value 0 at $x=0,1$. Thus, $a_{1}=1, b_{1}=2$, and for any positive integer $n$, $x=0,1$ are always the minimum points of $f_{n}(x)$. Therefore, the number of maximum points of $f_{n}(x)$ in $0<x \leqslant 1$ is $a_{n}$. Assuming the number of minimum points of $f_{n}(x)$ in $0<x \leqslant 1$ is also $a_{n}$, then the number of maximum points and minimum points of $f_{n}(x)$ in $0 \leqslant x<1$ is also $a_{n}$. Now consider $f_{n+1}(x)=f_{n}\left(f_{1}(x)\right)=f_{n}(y)$, where $y=f_{1}(x)$. When $0<x \leqslant \frac{1}{2}$, $0<y \leqslant 1$ is monotonically increasing, making $y$ take the $a_{n}$ maximum points and $a_{n}$ minimum points of $f_{n}(y)$, and the $x \in \left(0, \frac{1}{2}\right]$ that make $y$ take these points are also $a_{n}$ each; when $\frac{1}{2}<x \leqslant 1$, $0 \leqslant y<1$ is monotonically decreasing, making $y$ take the $a_{n}$ maximum points and $a_{n}$ minimum points of $f_{n}(y)$, and the $x \in \left(\frac{1}{2}, 1\right]$ that make $y$ take these points are also $a_{n}$ each. Therefore, the number of maximum points and minimum points of $f_{n+1}(x)$ in $(0,1]$ is $a_{n+1}=2 a_{n}$. Thus, $a_{n}=2^{n-1}, b_{n}=a_{n}+1=2^{n-1}+1$.","12. The function $f_{n}(x)(n=1,2,3, \cdots)$ is defined as follows: $f_{1}(x)=4\left(x-x^{2}\right)(0 \leqslant x \leqslant 1)$, $f_{n+1}(x)=f_{n}\left(f_{1}(x)\right)(n=1,2, \cdots)$. Let the number of $x$ in $[0,1]$ that make $f_{n}(x)$ reach its maximum value be $a_{n}$, and the number of $x$ that make $f_{n}(x)$ reach its minimum value be $b_{n}$. Try to express $a_{n}$ and $b_{n}$ in terms of $n$.",,"import Mathlib

open Real Set
open scoped BigOperators

/- 12. The function $f_{n}(x)(n=1,2,3, \cdots)$ is defined as follows: $f_{1}(x)=4\left(x-x^{2}\right)(0 \leqslant x \leqslant 1)$, $f_{n+1}(x)=f_{n}\left(f_{1}(x)\right)(n=1,2, \cdots)$. Let the number of $x$ in $[0,1]$ that make $f_{n}(x)$ reach its maximum value be $a_{n}$, and the number of $x$ that make $f_{n}(x)$ reach its minimum value be $b_{n}$. Try to express $a_{n}$ and $b_{n}$ in terms of $n$. -/
theorem algebra_234759 {f : ℕ → ℝ → ℝ}
  (hf1 : ∀ x, f 1 x = 4 * (x - x ^ 2))
  (hfn : ∀ n ≥ 1, f (n + 1) = f 1 ∘ f n) :
  ∀ n ≥ 1, {x | x ∈ Icc 0 1 ∧ f n x = sSup {f n y | y ∈ Icc 0 1}}.ncard = 2 ^ (n - 1) ∧
  {x | x ∈ Icc 0 1 ∧ f n x = sInf {f n y | y ∈ Icc 0 1}}.ncard = 2 ^ (n - 1) + 1 := by",,
029bc7f7-15a0-5a98-bf5d-fd388d581766,proof,no,,no,yes,"Solve:
$$
\left(x_{n+1}-\sqrt{5} x_{n}\right)^{2}=4\left(x_{n}^{2}+1\right) \Rightarrow x_{n+1}^{2}-2 \sqrt{5} x_{n+1} x_{n}+x_{n}^{2}=4 \text {. }
$$

Thus, $x_{n+2}^{2}-2 \sqrt{5} x_{n+2} x_{n+1}+x_{n+1}^{2}=4$. Subtracting the two equations, we get $\left(x_{n+2}-x_{n}\right)\left(x_{n+2}+x_{n}-2 \sqrt{5} x_{n+1}\right)=0$. Given that the sequence $\left\{x_{n}\right\}$ is monotonically increasing, we have $x_{n+2}+x_{n}=2 \sqrt{5} x_{n+1}$. Therefore, in the sequence $\left\{x_{n}\right\}$, at least one of any three consecutive terms is irrational, so among $x_{1}, x_{2}, \cdots, x_{2016}$, there are at least 672 irrational numbers.
Construct the sequence $\left\{x_{n}\right\}: 1, \sqrt{5}, 9,17 \sqrt{5}, 161,305 \sqrt{5}, \cdots$, which satisfies the condition.","13. Given the sequence $\left\{a_{n}\right\}$ satisfies: $x_{1}>0, x_{n+1}=\sqrt{5} x_{n}+2 \sqrt{x_{n}^{2}+1}, n \in \mathbf{N}^{*}$. Prove: Among $x_{1}, x_{2}, \cdots, x_{2016}$, there are at least 672 irrational numbers.",,"import Mathlib

open Real

/- 13. Given the sequence $\left\{a_{n}\right\}$ satisfies: $x_{1}>0, x_{n+1}=\sqrt{5} x_{n}+2 \sqrt{x_{n}^{2}+1}, n \in \mathbf{N}^{*}$. Prove: Among $x_{1}, x_{2}, \cdots, x_{2016}$, there are at least 672 irrational numbers. -/
theorem algebra_240818 {x : ℕ → ℝ} (hx1 : x 1 > 0)
    (hxn : ∀ n, x (n + 1) = sqrt 5 * x n + 2 * sqrt (x n ^ 2 + 1)) :
    Set.ncard {i | i ∈ Finset.Icc 1 2016 ∧ Irrational (x i)} ≥ 672 := by",,
