uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
64b465ee-3c5c-5160-a83e-2885d058e71b,math-word-problem,yes,yes,no,yes,"Because $p$ is an odd positive integer, let $p=2k-1\left(k \in \mathbf{N}_{+}\right)$, so
$$
p^{2}=(2k-1)^{2}=4k^{2}-4k+1=4(k-1)k+1 \text{. }
$$

Since $(k-1)k$ is even, therefore, $p^{2}$ leaves a remainder of 1 when divided by 8.",1. Let $p$ be a positive odd number. Then the remainder of $p^{2}$ divided by 8 is $\qquad$ .,,"import Mathlib

/- 1. Let $p$ be a positive odd number. Then the remainder of $p^{2}$ divided by 8 is $\qquad$ . -/
theorem number_theory_318770 (p : ℕ) (h₀ : Odd p) : p^2 ≡ 1 [MOD 8] := by","import Mathlib

theorem number_theory_318770 (p : ℕ) (h₀ : Odd p) : p^2 ≡ 1 [MOD 8] := by
  have h1 : p % 2 = 1 := by
    rcases h₀ with ⟨k, hk⟩
    omega
  have h2 : p % 8 = 1 ∨ p % 8 = 3 ∨ p % 8 = 5 ∨ p % 8 = 7 := by
    omega
  rcases h2 with (h | h | h | h)
  · -- case $p \equiv 1 \pmod 8$
    simp [Nat.ModEq, Nat.pow_mod, h]
  · -- case $p \equiv 3 \pmod 8$
    simp [Nat.ModEq, Nat.pow_mod, h]
  · -- case $p \equiv 5 \pmod 8$
    simp [Nat.ModEq, Nat.pow_mod, h]
  · -- case $p \equiv 7 \pmod 8$
    simp [Nat.ModEq, Nat.pow_mod, h]",
37319f33-3543-530b-8ab4-d61b59add039,math-word-problem,no,,no,yes,"(5) 18 Hint: Method 1 From the given conditions, we have $a_{11}+a_{13}=2 a_{12}, a_{21}+a_{23}=$ $2 a_{22}, a_{31}+a_{33}=2 a_{32}, a_{12}+a_{32}=2 a_{22}$.
Thus, the sum of all 9 numbers is $9 a_{22}=18$.
Method 2 Let all 9 numbers be 2, which clearly satisfies the conditions. Therefore, the sum of all 9 numbers is $9 \times 2=18$.","5 In the number array shown in the figure, the three numbers in each row form an arithmetic sequence, and the three numbers in each column also form an arithmetic sequences. If $a_{22}=2$, then the sum of all these 9 numbers is $\qquad$",,"import Mathlib

/- 5 In the number array shown in the figure, the three numbers in each row form an arithmetic sequence, and the three numbers in each column also form an arithmetic sequences. If $a_{22}=2$, then the sum of all these 9 numbers is $\qquad$ -/
theorem algebra_263273 (a : ℕ → ℕ → ℤ) (h₀ : ∀ i j, a i j = a 0 0 + i * d + j * e)
    (h₁ : a 2 2 = 2) :
    a 0 0 + a 1 0 + a 2 0 + a 0 1 + a 1 1 + a 2 1 + a 0 2 + a 1 2 + a 2 2 = 18 := by",,
73db09a5-bddc-5d0c-a510-5935f0db3d60,MCQ,no,,no,yes,"$p(x)$ must be a factor of $3(x^4+6x^2+25)-(3x^4+4x^2+28x+5)=14x^2-28x+70=14(x^2-2x+5)$.
Therefore $p(x)=x^2 -2x+5$ and $p(1)=4$.
The answer is $\fbox{(D) 4}$.","Let $p(x) = x^{2} + bx + c$, where $b$ and $c$ are integers. 
If $p(x)$ is a factor of both $x^{4} + 6x^{2} + 25$ and $3x^{4} + 4x^{2} + 28x + 5$, what is $p(1)$?
$\textbf{(A)}\ 0\qquad \textbf{(B)}\ 1\qquad \textbf{(C)}\ 2\qquad \textbf{(D)}\ 4\qquad \textbf{(E)}\ 8$",,"import Mathlib

open Polynomial

/- Let $p(x) = x^{2} + bx + c$, where $b$ and $c$ are integers. 
If $p(x)$ is a factor of both $x^{4} + 6x^{2} + 25$ and $3x^{4} + 4x^{2} + 28x + 5$, what is $p(1)$?
$\textbf{(A)}\ 0\qquad \textbf{(B)}\ 1\qquad \textbf{(C)}\ 2\qquad \textbf{(D)}\ 4\qquad \textbf{(E)}\ 8$ -/
theorem algebra_95664 {b c : ℤ} (p : Polynomial ℤ) (hp : p = X ^ 2 + C (b : ℤ) * X + C (c : ℤ))
    (h1 : p ∣ X ^ 4 + 6 * X ^ 2 + 25) (h2 : p ∣ 3 * X ^ 4 + 4 * X ^ 2 + 28 * X + 5) :
    p.eval 1 = 4 := by",,
cc3db62e-7df6-5c6a-91db-67d693c2cbc6,math-word-problem,no,,no,yes,"【Analysis and Solution】
Number Theory.
Let the 4 numbers be $1, a, b, c$;
Since the sum of $1+a$ is a multiple of 2; thus $a \div 2$ has a remainder of 1;
Similarly, $b \div 2$ has a remainder of 1, and $c \div 2$ has a remainder of 1;
Since $1+b+c$ is a multiple of 3, and $a+b+c$ is also a multiple of 3; thus 1 and $a$ are congruent modulo 3, i.e., $a \div 3$ has a remainder of 1; similarly, $b \div 3$ has a remainder of 1, and $c \div 3$ has a remainder of 1;

A number that $\div 2$ has a remainder of 1 and $\div 3$ has a remainder of 1; then this number $\div 6$ has a remainder of 1;
The smallest four natural numbers that satisfy $\div 6$ with a remainder of 1 are $1, 7, 13, 19$;
$1+7+13+19=40$, the sum of the four numbers is a multiple of 4;
Therefore, the smallest sum of these 4 numbers is 40.","Four different natural numbers, one of which is 1, the sum of any two is a multiple of 2, the sum of any three is a multiple of 3, and the sum of these four numbers is exactly a multiple of 4. The smallest sum of these 4 numbers is $\qquad$.

将上面的文本翻译成英文，请保留源文本的换行和格式，直接输出翻译结果。 

Note: The last sentence is a note to the translator and should not be included in the translated text. Here is the final version:

Four different natural numbers, one of which is 1, the sum of any two is a multiple of 2, the sum of any three is a multiple of 3, and the sum of these four numbers is exactly a multiple of 4. The smallest sum of these 4 numbers is $\qquad$.",,"import Mathlib

/- Four different natural numbers, one of which is 1, the sum of any two is a multiple of 2, the sum of any three is a multiple of 3, and the sum of these four numbers is exactly a multiple of 4. The smallest sum of these 4 numbers is $\qquad$.

将上面的文本翻译成英文，请保留源文本的换行和格式，直接输出翻译结果。 

Note: The last sentence is a note to the translator and should not be included in the translated text. Here is the final version:

Four different natural numbers, one of which is 1, the sum of any two is a multiple of 2, the sum of any three is a multiple of 3, and the sum of these four numbers is exactly a multiple of 4. The smallest sum of these 4 numbers is $\qquad$. -/
theorem number_theory_103478 (a b c d : ℕ) (ha : a ≠ b) (hb : a ≠ c) (hc : a ≠ d)
    (hd : b ≠ c) (he : b ≠ d) (hf : c ≠ d) (h1 : a = 1) (h2 : 2 ∣ a + b) (h3 : 2 ∣ a + c)
    (h4 : 2 ∣ a + d) (h5 : 2 ∣ b + c) (h6 : 2 ∣ b + d) (h7 : 2 ∣ c + d) (h8 : 3 ∣ a + b + c)
    (h9 : 3 ∣ a + b + d) (h10 : 3 ∣ a + c + d) (h11 : 3 ∣ b + c + d) (h12 : 4 ∣ a + b + c + d) :
    a + b + c + d = 40 := by",,
0b1fe5da-3b02-5006-9e98-b1b78bbeb58c,math-word-problem,no,,no,no,,"Determine all real numbers $x$ that satisfy the equation
$$\lfloor x \lceil x \rceil \rfloor = 2022.$$
Express your answer in interval notation.",,"import Mathlib

/- Determine all real numbers $x$ that satisfy the equation
$$\lfloor x \lceil x \rceil \rfloor = 2022.$$
Express your answer in interval notation. -/
theorem number_theory_8974 (x : ℝ) : ⌊x * ⌈x⌉⌋ = 2022 ↔ x ∈ Set.Ico (2022 / 45) (2023 / 45) := by",,
fed6f077-35f7-5c15-8d2c-2a63645fa85e,proof,no,,no,yes,"Given. Assuming that $x \neq 1$, after transformations we will have:

$$
x^{2}-x\left(a^{2}+b^{2}+1\right)+a^{2}=0
$$

from which we establish that $D>0$.","246. Prove that the equation $\frac{a^{2}}{x}+\frac{b^{2}}{x-1}=1$, where $a$ and $b$ are real numbers, not both zero, has real roots.",,"import Mathlib

/- 246. Prove that the equation $\frac{a^{2}}{x}+\frac{b^{2}}{x-1}=1$, where $a$ and $b$ are real numbers, not both zero, has real roots. -/
theorem algebra_276730 (a b : ℝ) (ha : a ≠ 0 ∨ b ≠ 0) :
    ∃ x : ℝ, x ≠ 0 ∧ x ≠ 1 ∧ (a^2 / x + b^2 / (x - 1)) = 1 := by",,
cf1509c3-707f-55f0-868c-808716471d7b,math-word-problem,no,,no,no,,"Determine the value of $x^2$ given the equation:
$$x^{x^x} = \sqrt[4]{8}^{\sqrt[12]{8}^{4(1+3 \sqrt{2})}}$$",,"import Mathlib

/- Determine the value of $x^2$ given the equation:
$$x^{x^x} = \sqrt[4]{8}^{\sqrt[12]{8}^{4(1+3 \sqrt{2})}}$$ -/
theorem algebra_6253 (x : ℝ) (hx : x > 0) :
    x^(x^x) = (8 : ℝ) ^ ((1 : ℝ) / 4) ^ ((8 : ℝ) ^ ((1 : ℝ) / 12) ^ (4 * (1 + 3 * Real.sqrt 2))) ↔ x^2 = 4 := by",,
8f9e6ab7-f33e-56b6-a994-20cc359bbefc,math-word-problem,yes,yes,no,no,,"In the equation “$\square +91=\bigcirc$”, it is known that $\square $ covers a two-digit number divisible by $9$, and $\bigcirc $ covers a multiple of $7$. Please answer: what is the number covered by $\bigcirc $?",,"import Mathlib

/- In the equation “$\square +91=\bigcirc$”, it is known that $\square $ covers a two-digit number divisible by $9$, and $\bigcirc $ covers a multiple of $7$. Please answer: what is the number covered by $\bigcirc $? -/
theorem number_theory_808 (n : ℕ) (h₀ : n % 9 = 0) (h₁ : 10 ≤ n) (h₂ : n < 100)
    (h₃ : 7 ∣ n + 91) : n + 91 = 154 := by","import Mathlib

theorem number_theory_808 (n : ℕ) (h₀ : n % 9 = 0) (h₁ : 10 ≤ n) (h₂ : n < 100)
    (h₃ : 7 ∣ n + 91) : n + 91 = 154 := by
  interval_cases n <;> omega",
60b53f4b-e559-59d7-abce-b36a827fa656,proof,no,,no,yes,"II. 【Analysis and Solution】Let $S_{k}=x_{1}+x_{2}+\cdots+x_{k},=$ from $\sum_{i=1}^{n} x_{i}=0, \sum_{i=1}^{n}\left|x_{i}\right|=1$
we know $S_{n}=0$ and $\left|S_{i}\right| \leqslant \frac{1}{2}, i=1,2, \cdots, n-1$.
Assume $S_{0}=0$,
then $x_{1}=S_{i}-S_{i-1}(1 \leqslant i \leqslant n, i \in \mathbf{N})$,
thus $\sum_{i=1}^{n} \frac{x_{i}}{i}=\sum_{i=1}^{n} \frac{1}{i}\left(S_{i}-S_{i-1}\right)$
$$
\begin{array}{l}
=\sum_{i=1}^{n} \frac{S_{i}}{i}-\sum_{i=1}^{n-1} \frac{S_{i}}{i+1} \\
=\sum_{i=1}^{n-1} S_{i}\left(\frac{1}{i}-\frac{1}{i+1}\right) .
\end{array}
$$

Therefore, $\left|\sum_{i=1}^{n} \frac{x_{i}}{i} \leqslant \sum_{i=1}^{n-1}\right| S_{i} \left\lvert\,\left(\frac{1}{i}-\frac{1}{i+1}\right) \leqslant \frac{1}{2} \sum_{i=1}^{n-1}\left(\frac{1}{i}-\frac{1}{i+1}\right)=\frac{1}{2}\left(1-\frac{1}{n}\right)\right.$.","Given $x_{i} \in \mathbf{R}(i=1,2, \cdots, n ; n \geqslant 2)$ satisfies $\sum_{i=1}^{n}\left|x_{i}\right|=1, \sum_{i=1}^{n} x_{i}=0$.
Prove: $\left|\sum_{i=1}^{n} \frac{x_{i}}{i}\right| \leqslant \frac{1}{2}-\frac{1}{2^{n}}$.",,"import Mathlib

open Real

/- Given $x_{i} \in \mathbf{R}(i=1,2, \cdots, n ; n \geqslant 2)$ satisfies $\sum_{i=1}^{n}\left|x_{i}\right|=1, \sum_{i=1}^{n} x_{i}=0$.
Prove: $\left|\sum_{i=1}^{n} \frac{x_{i}}{i}\right| \leqslant \frac{1}{2}-\frac{1}{2^{n}}$. -/
theorem inequalities_257102 {n : ℕ} (hn : n ≥ 2) (x : Fin n → ℝ)
    (hsum : ∑ i : Fin n, abs (x i) = 1) (hzero : ∑ i : Fin n, x i = 0) :
    abs (∑ i : Fin n, x i / (i.1 + 1)) ≤ 1 / 2 - 1 / (2 ^ n) := by",,
e11e4302-4763-5be9-81cc-a3e0d754a10e,math-word-problem,no,,no,yes,"1. We start with the given sequence definition:
   \[
   a_1 = \frac{\pi}{4}, \quad a_n = \int_{0}^{\frac{1}{2}} (\cos \pi x + a_{n-1}) \cos \pi x \, dx \quad (n=2,3,\cdots)
   \]

2. We can split the integral for \(a_n\) as follows:
   \[
   a_n = \int_{0}^{\frac{1}{2}} \cos^2 \pi x \, dx + \int_{0}^{\frac{1}{2}} a_{n-1} \cos \pi x \, dx
   \]

3. Evaluate the first integral:
   \[
   \int_{0}^{\frac{1}{2}} \cos^2 \pi x \, dx
   \]
   Using the trigonometric identity \(\cos^2 \theta = \frac{1 + \cos 2\theta}{2}\), we get:
   \[
   \int_{0}^{\frac{1}{2}} \cos^2 \pi x \, dx = \int_{0}^{\frac{1}{2}} \frac{1 + \cos 2\pi x}{2} \, dx = \frac{1}{2} \int_{0}^{\frac{1}{2}} 1 \, dx + \frac{1}{2} \int_{0}^{\frac{1}{2}} \cos 2\pi x \, dx
   \]
   The first integral is straightforward:
   \[
   \frac{1}{2} \int_{0}^{\frac{1}{2}} 1 \, dx = \frac{1}{2} \cdot \frac{1}{2} = \frac{1}{4}
   \]
   The second integral evaluates to zero because \(\cos 2\pi x\) is an odd function over the interval \([0, \frac{1}{2}]\):
   \[
   \frac{1}{2} \int_{0}^{\frac{1}{2}} \cos 2\pi x \, dx = 0
   \]
   Therefore:
   \[
   \int_{0}^{\frac{1}{2}} \cos^2 \pi x \, dx = \frac{1}{4}
   \]

4. Evaluate the second integral:
   \[
   \int_{0}^{\frac{1}{2}} a_{n-1} \cos \pi x \, dx = a_{n-1} \int_{0}^{\frac{1}{2}} \cos \pi x \, dx
   \]
   The integral of \(\cos \pi x\) over \([0, \frac{1}{2}]\) is:
   \[
   \int_{0}^{\frac{1}{2}} \cos \pi x \, dx = \left[ \frac{\sin \pi x}{\pi} \right]_{0}^{\frac{1}{2}} = \frac{\sin \frac{\pi}{2}}{\pi} - \frac{\sin 0}{\pi} = \frac{1}{\pi}
   \]
   Therefore:
   \[
   \int_{0}^{\frac{1}{2}} a_{n-1} \cos \pi x \, dx = a_{n-1} \cdot \frac{1}{\pi}
   \]

5. Combining the results, we get:
   \[
   a_n = \frac{1}{4} + a_{n-1} \cdot \frac{1}{\pi}
   \]

6. To find the limit as \(n \to \infty\), assume \(a_n \to L\). Then:
   \[
   L = \frac{1}{4} + L \cdot \frac{1}{\pi}
   \]
   Solving for \(L\):
   \[
   L - \frac{L}{\pi} = \frac{1}{4}
   \]
   \[
   L \left(1 - \frac{1}{\pi}\right) = \frac{1}{4}
   \]
   \[
   L = \frac{1}{4} \cdot \frac{\pi}{\pi - 1} = \frac{\pi}{4(\pi - 1)}
   \]

The final answer is \(\boxed{\frac{\pi}{4(\pi - 1)}}\)","The sequence $\{a_{n}\}$ is defined as follows. \[a_{1}=\frac{\pi}{4},\ a_{n}=\int_{0}^{\frac{1}{2}}(\cos \pi x+a_{n-1})\cos \pi x\ dx\ \ (n=2,3,\cdots)\] Find $\lim_{n\to\infty}a_{n}$.",,"import Mathlib

open Real Filter Function
open scoped Topology

/- The sequence $\{a_{n}\}$ is defined as follows. \[a_{1}=\frac{\pi}{4},\ a_{n}=\int_{0}^{\frac{1}{2}}(\cos \pi x+a_{n-1})\cos \pi x\ dx\ \ (n=2,3,\cdots)\] Find $\lim_{n\to\infty}a_{n}$. -/
theorem calculus_27128 (a : ℕ → ℝ)
  (h₀ : a 1 = Real.pi / 4)
  (h₁ : ∀ n ≥ 2, a n = ∫ x in (0)..(1/2), (cos (Real.pi * x) + a (n - 1)) * cos (Real.pi * x)) :
  Tendsto a atTop (𝓝 (Real.pi / (4 * (Real.pi - 1)))) :=
",,
