uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
841b60ac-5a85-5041-8fda-65685a5efa0f,math-word-problem,yes,yes,no,yes,"8. Let a be the original amount of grass on one acre, and let $g$ stand for the amount of grass that grows on one acre in one week. Assume a cow eats e acres per week. Then we can say that the total amount of grass eaten under the first of the two given conditions is: number of cows * amount eaten per week * number of weeks
$$
\begin{array}{r}
3 * \mathrm{e} * 2=2 \mathrm{a}+4 \mathrm{~g} \\
6 \mathrm{e}=2 \mathrm{a}+4 \mathrm{~g}
\end{array}
$$

And the second condition gives:
$$
\begin{aligned}
2 * \mathrm{e} * 4 & =2 \mathrm{a}+4 * 2 \mathrm{~g} \\
8 \mathrm{e} & =2 \mathrm{a}+8 \mathrm{~g}
\end{aligned}
$$

Subtracting the two obtained equations yields $2 \mathrm{e}=4 \mathrm{~g}$, so $\mathrm{e}=2 \mathrm{~g}$.
Plugging back into first equation gives $12 \mathrm{~g}=2 \mathrm{a}+4 \mathrm{~g}$, so $\mathrm{a}=4 \mathrm{~g}$.
Now, the 6-week conditions asks how many cows will eat all the grass on six hectares of land in six weeks, together with all the grass that regrows there over the six weeks?
Let c represent the number of cows:
$$
\begin{aligned}
c * e * 6 & =6 a+6 * 6 g \\
6 e c & =6 a+36 g
\end{aligned}
$$

Plug in $\mathrm{e}=2 \mathrm{~g}$ and $\mathrm{a}=4 \mathrm{~g}$, so $6 * 2 \mathrm{~g} * \mathrm{c}=6 * 4 \mathrm{~g}+36 \mathrm{~g}$
$$
12 \mathrm{cg}=24 \mathrm{~g}+36 \mathrm{~g}=60 \mathrm{~g}
$$

So $12 \mathrm{c}=60$ and $\mathrm{c}=5$.
Answer: 5 cows","8. In two weeks three cows eat all the grass on two hectares of land, together with all the grass that regrows there during the two weeks. In four weeks, two cows eat all the grass on two hectares of land, together with all the grass that regrows there during the four weeks.
How many cows will eat all the grass on six hectares of land in six weeks, together with all the grass that regrows there over the six weeks?
(Assume: - the quantity of grass on each hectare is the same when the cows begin to graze,
- the rate of growth of the grass is uniform during the time of grazing,
- and the cows eat the same amount of grass each week.)",,"import Mathlib

/- 8. In two weeks three cows eat all the grass on two hectares of land, together with all the grass that regrows there during the two weeks. In four weeks, two cows eat all the grass on two hectares of land, together with all the grass that regrows there during the four weeks.
How many cows will eat all the grass on six hectares of land in six weeks, together with all the grass that regrows there over the six weeks?
(Assume: - the quantity of grass on each hectare is the same when the cows begin to graze,
- the rate of growth of the grass is uniform during the time of grazing,
- and the cows eat the same amount of grass each week.) -/
theorem algebra_212142 (x y : ℝ) (hx : x > 0) (hy : y > 0)
    (h1 : 2 * x * 14 + 2 * y * 14 = 2) (h2 : 4 * x * 28 + 2 * y * 28 = 2) :
    6 * x * 6 + 6 * y * 6 = 5 := by","import Mathlib

theorem algebra_212142 (x y : ℝ) (hx : x > 0) (hy : y > 0)
    (h1 : 2 * x * 14 + 2 * y * 14 = 2) (h2 : 4 * x * 28 + 2 * y * 28 = 2) :
    6 * x * 6 + 6 * y * 6 = 5 := by
  nlinarith",
945c10b9-f4b2-5a88-ae04-caa835f94320,proof,yes,yes,no,yes,"We use the arithmetic-geometric mean inequality, in the case $n=4$. We obtain $1+x^{2}+x^{6}+x^{8} \geqslant$ $4 x^{\frac{2+6+8}{4}}=4 x^{4}$.

Suppose we have equality. According to the equality case $x^{2}=1$, so $x=1$. Conversely, if $x=1$, we have $1+x^{2}+x^{6}+x^{8}=4=4 \times x^{4}$",Let $x \geqslant 0$ be a real number. Show that $1+x^{2}+x^{6}+x^{8} \geqslant 4 \times x^{4}$. Find the cases of equality.,,"import Mathlib

open Real

/- Let $x \geqslant 0$ be a real number. Show that $1+x^{2}+x^{6}+x^{8} \geqslant 4 \times x^{4}$. Find the cases of equality. -/
theorem inequalities_114622 (x : ℝ) (hx : x ≥ 0) :
    1 + x^2 + x^6 + x^8 ≥ 4 * x^4 ∧
    (1 + x^2 + x^6 + x^8 = 4 * x^4 ↔ x = 1) := by","import Mathlib

open Real

theorem inequalities_114622 (x : ℝ) (hx : x ≥ 0) :
    1 + x^2 + x^6 + x^8 ≥ 4 * x^4 ∧
    (1 + x^2 + x^6 + x^8 = 4 * x^4 ↔ x = 1) := by
  constructor
  · -- First part: prove the inequality
    nlinarith [sq_nonneg (x^4 - 1), sq_nonneg (x^2 - 1), sq_nonneg (x^3 - x), sq_nonneg (x - 1),
      pow_two_nonneg (x^2 - 1), pow_two_nonneg (x^3 - x), 
      sq_nonneg (x^4 - x^2), sq_nonneg (x^2 - x^4),
      mul_nonneg (show (0 : ℝ) ≤ x by linarith) (show (0 : ℝ) ≤ x by linarith)]
  · -- Second part: characterized the equality
    constructor
    · -- Forward direction: if equality holds, then x = 1
      intro h
      have h1 : 1 + x^2 + x^6 + x^8 = 4 * x^4 := h
      have h4 : x^2 = 1 := by 
        nlinarith [sq_nonneg (x^4 - 1), sq_nonneg (x^2 - 1), sq_nonneg (x^3 - x), sq_nonneg (x - 1),
          pow_two_nonneg (x^2 - 1), pow_two_nonneg (x^3 - x), 
          sq_nonneg (x^4 - x^2), sq_nonneg (x^2 - x^4),
          mul_nonneg (show (0 : ℝ) ≤ x by linarith) (show (0 : ℝ) ≤ x by linarith)]
      have h6 : x = 1 := by 
        nlinarith [sq_nonneg (x - 1)]
      exact h6
    · -- Backward direction: if x = 1, then equality holds
      intro h
      rw [h]
      norm_num",
6094e93a-666d-5b8a-8780-228f64db41b8,proof,no,,no,yes,"2. The remainder of $f(x)$ divided by $x-b$ is $p b+l=q b+m$, i.e., $p+\frac{l}{b}=q+\frac{m}{b}$, thus $\sum\left(\frac{l}{b}-\frac{m}{b}\right)=\sum(q-p)=0$, i.e., $\sum l\left(\frac{1}{a}-\frac{1}{b}\right)=0$.","2. Let $a b c \neq 0$, and the remainders when the polynomial $f(x)$ is divided by $(x-a)(x-b)$, $(x-b)(x-c)$, and $(x-c)(x-a)$ are $p x+l$, $q x+m$, and $r x+n$, respectively. Prove:
$$
l\left(\frac{1}{a}-\frac{1}{b}\right)+m\left(\frac{1}{b}-\frac{1}{c}\right)+n\left(\frac{1}{c}-\frac{1}{a}\right)=0 .
$$",,"import Mathlib

/- 2. Let $a b c \neq 0$, and the remainders when the polynomial $f(x)$ is divided by $(x-a)(x-b)$, $(x-b)(x-c)$, and $(x-c)(x-a)$ are $p x+l$, $q x+m$, and $r x+n$, respectively. Prove:
$$
l\left(\frac{1}{a}-\frac{1}{b}\right)+m\left(\frac{1}{b}-\frac{1}{c}\right)+n\left(\frac{1}{c}-\frac{1}{a}\right)=0 .
$$ -/
theorem algebra_164518 {a b c p q r : ℝ} (ha : a ≠ 0) (hb : b ≠ 0) (hc : c ≠ 0)
    (h1 : p * X + l = f % ((X - a) * (X - b))) (h2 : q * X + m = f % ((X - b) * (X - c)))
    (h3 : r * X + n = f % ((X - c) * (X - a))) :
    l * (1 / a - 1 / b) + m * (1 / b - 1 / c) + n * (1 / c - 1 / a) = 0 := by",,
3026287e-f0d5-5dd4-b8aa-5cd65183e466,math-word-problem,no,,no,no,,"If $x$ is a positive number, find the minimum value of $\frac{\sqrt{x^4 + x^2 + 2x + 1} + \sqrt{x^4 - 2x^3 + 5x^2 - 4x + 1}}{x}$.",,"import Mathlib
open Real

/- If $x$ is a positive number, find the minimum value of $\frac{\sqrt{x^4 + x^2 + 2x + 1} + \sqrt{x^4 - 2x^3 + 5x^2 - 4x + 1}}{x}$. -/
theorem algebra_10093 (f : ℝ → ℝ) (hf : f = λ x => (sqrt (x^4 + x^2 + 2 * x + 1) + sqrt (x^4 - 2 * x^3 + 5 * x^2 - 4 * x + 1)) / x) :
    IsLeast {y | ∃x > 0, f x = y} (sqrt 10) := by",,
d5db4ee2-3891-5ae8-b11e-61b4f15fa9c9,math-word-problem,yes,yes,no,yes,"Since 3 and 5 are coprime, the equation has an infinite number of solutions. Obviously, one could perfidiously remark that $(k, \ell)=(4,4)$ is a solution.

However, in general, we will start by looking for integers $\hat{k}$ and $\hat{\ell}$ satisfying Bézout's relation $5 \hat{k} + 3 \hat{\ell} = 1$. Using the extended Euclidean algorithm, we find $\hat{k} = -1$ and $\hat{\ell} = 2$, so that $(k, \ell) = (-32, 64)$ is also a solution.

Subsequently, and since 3 and 5 are already coprime, the solutions to the equation are in fact pairs of the form $(k, \ell) = (3x - 32, 64 - 5x)$, where $x$ is any integer.

## 3 Combinatorics

## 1 Game Theory

Combinatorial game theory is the study of mathematical games and the existence or non-existence of a winning strategy for one of the players. Many tools facilitate the search for such a strategy, but before delving into these methods in detail, it is necessary to start with a rigorous definition of a mathematical game?

What is a game? First, a set of states, or game positions, with rules allowing players to move from one position to another, and certain positions designated as winning for one or the other player, or as a draw.

## Definition 3.1.1.

Let $(V, E)$ be a directed acyclic graph where each path is of finite length. A mathematical game on the graph $(V, E)$ is a quintuple $G = (V, E, x_0, (A_1, A_2), (G_1, G_2))$, where $V$ corresponds to the vertices, $E$ to the directed edges connecting them, $x_0$ to the starting position, $A_1$ and $A_2$ partition the non-terminal vertices into positions playable by players 1 and 2, and $G_1$ and $G_2$ the terminal vertices into winning positions.

We study winning strategies in games, i.e., a choice of moves for one or the other of the two players that guarantees reaching one of their winning positions regardless of the choices of the other player.

## Definition 3.1.2.

A strategy for player $n \in \{1, 2\}$ is a function $S: A_n \mapsto V$ associating with each position playable by $n$ a reachable position from it.

## Definition 3.1.3.

A play of a game is a sequence of positions $J = (x_0, x_1, \ldots, x_p)$ such that for all $k < p$, there is an edge connecting $x_k$ and $x_{k+1}$, and $x_k$ is a terminal vertex of the graph. It is said to be winning for player $n$ if $x_k \in G_n$.

## Definition 3.1.4.

A strategy $S$ is said to be winning for player $n \in \{1, 2\}$ if every play $J$ such that $\forall x_k \in A_n, x_{k+1} = S(x_k)$ is winning for $n$.

We can view the existence of a winning strategy through a sequence of quantifiers $\forall$ and $\exists$: player 1 wins if, for every move or series of moves played by player 2, there exists a move or series of moves playable by player 1 such that for every... Or, in other words, that no matter what 2 plays, 1 can always play in such a way as to reach a winning position for him.

With this perspective, the following theorem is easily interpretable: the negation of $\forall x_1 \exists x_2 \exists x_3 \forall x_4, x_4 \in G_1$, for example, is $\exists x_1 \forall x_2 \forall x_3 \exists x_4, x_4 \in G_2$, in the case where terminal positions are reached after 4 moves (in reality, terminal positions are generally not reached after a predetermined number of moves, and this reasoning does not, of course, serve as a proof of the theorem).

Theorem 3.1.5 (Zermelo's Theorem).

Let $G$ be a two-player mathematical game. Then one and only one of the following two propositions is true:

- Player 1 has a winning strategy.
- Player 2 has a winning strategy.

Proof. Let $S_i$ be the set of vertices from which player $i$ has a winning strategy, and $T$ the set of vertices from which no player has a winning strategy. Suppose that $x$ is a vertex belonging to $T$.

Without loss of generality, assume that $x \in G_1$. If there exists an edge $(x, y)$ such that $y \in S_1$, then $x \in S_1$; if, for every edge $(x, y)$, the vertex $y$ belongs to $S_2$, then $x \in S_2$; therefore, there exists an edge $(x, y)$ such that $y \in T$.

But then, by setting $y = f(x)$, and if each player decides, from a position $x \in S$, to go to position $f(x)$, we thus obtain an infinite play, which is not possible. Therefore, $T$ is in fact empty.

Thus, to show that player 1 has a winning strategy, it suffices to show that player 2 does not have one! And, to show that player 2 does not have one, it suffices to show that if he did, then player 1 would also have one. This is the core of our first method, the strategy-stealing argument.","Find the pairs of integers $(k, \ell)$ such that $5 k+3 \ell=32$.

## - Exercise Solutions -",,"import Mathlib

/- Find the pairs of integers $(k, \ell)$ such that $5 k+3 \ell=32$.

## - Exercise Solutions - -/
theorem algebra_156958 (k l : ℤ) : 5 * k + 3 * l = 32 ↔ ∃ x, k = 3 * x - 32 ∧ l = 64 - 5 * x := by","import Mathlib

theorem algebra_156958 (k l : ℤ) : 5 * k + 3 * l = 32 ↔ ∃ x, k = 3 * x - 32 ∧ l = 64 - 5 * x := by
  constructor
  · -- Forward implication: If 5k + 3l = 32, then there exists x with k = 3x - 32 and l = 64 - 5x.
    intro h
    have h1 : k % 3 = 1 := by
      omega
    use (k + 32) / 3
    constructor
    · -- Show k = 3 * x - 32.
      omega
    · -- Show l = 64 - 5 * x.
      omega
  · -- Backward direction: If there exists x such that k = 3x - 32 and l = 64 - 5x, then 5k + 3l = 32.
    rintro ⟨x, hk, hl⟩
    rw [hk, hl]
    linarith",
52e63dd6-2aff-5292-945c-bd896b35e16f,math-word-problem,no,,no,yes,"Solution. By factoring out the corresponding multipliers, the given equation can be written as:

$$
x\left(y^{2}+1\right) d x+y\left(1-x^{2}\right) d y=0
$$

from which it is clear that this is a separable equation. Dividing both sides of the last equation by the product $\left(y^{2}+1\right)\left(1-x^{2}\right) \neq 0$, we get

$$
\frac{x d x}{1-x^{2}}+\frac{y d y}{1+y^{2}}=0
$$

Integrating this equation, we find

$$
-\ln \left|1-x^{2}\right|+\ln \left|1+y^{2}\right|=\ln |C|
$$

or

$$
\ln \left|\frac{1+y^{2}}{1-x^{2}}\right|=\ln |C|
$$

from which we obtain the general integral:

$$
1+y^{2}=C\left(1-x^{2}\right)
$$","Example 3. Integrate the differential equation

$$
\left(1+x^{2}\right) d y-2 x y d x=0
$$

Find a particular solution that satisfies the condition: $y=1$ when $x=0$. Solution. The given equation is a separable equation (the coefficient of $d y$ is a function of $x$ only, and the coefficient of $d x$ is a product of functions, one depending only on $x$ and the other only on $y$). Dividing both sides of the equation by the product $y\left(1+x^{2}\right)$, we obtain an equation with separated variables

$$
\frac{d y}{y}-\frac{2 x d x}{1+x^{2}}=0
$$

Integrating this equation, we find

$$
\ln |y|-\ln \left(1+x^{2}\right)=\ln |C|
$$

or

$$
\ln \left(\frac{|y|}{1+x^{2}}\right)=\ln |C|
$$

from which we obtain the general solution

$$
y=C\left(1+x^{2}\right)
$$

To find the required particular solution, it is sufficient to determine the value of $C$ using the initial conditions:

$$
1=C(1+0), C=1
$$

Thus, the particular solution is

$$
y=1+x^{2}
$$

Remark. When dividing by $y\left(1+x^{2}\right)$, it was assumed that $y(1+x^{2}) \neq 0$, i.e., $y \neq 0, 1+x^{2} \neq 0$. However, $y=0$ is a solution of the equation, which can be verified directly. This solution is obtained from the general solution when $C=0$.

Example 4. Find the general integral of the differential equation

$$
\left(x y^{2}+x\right) d x+\left(y-x^{2} y\right) d y=0
$$",,"import Mathlib

/- Example 3. Integrate the differential equation

$$
\left(1+x^{2}\right) d y-2 x y d x=0
$$

Find a particular solution that satisfies the condition: $y=1$ when $x=0$. Solution. The given equation is a separable equation (the coefficient of $d y$ is a function of $x$ only, and the coefficient of $d x$ is a product of functions, one depending only on $x$ and the other only on $y$). Dividing both sides of the equation by the product $y\left(1+x^{2}\right)$, we obtain an equation with separated variables

$$
\frac{d y}{y}-\frac{2 x d x}{1+x^{2}}=0
$$

Integrating this equation, we find

$$
\ln |y|-\ln \left(1+x^{2}\right)=\ln |C|
$$

or

$$
\ln \left(\frac{|y|}{1+x^{2}}\right)=\ln |C|
$$

from which we obtain the general solution

$$
y=C\left(1+x^{2}\right)
$$

To find the required particular solution, it is sufficient to determine the value of $C$ using the initial conditions:

$$
1=C(1+0), C=1
$$

Thus, the particular solution is

$$
y=1+x^{2}
$$

Remark. When dividing by $y\left(1+x^{2}\right)$, it was assumed that $y(1+x^{2}) \neq 0$, i.e., $y \neq 0, 1+x^{2} \neq 0$. However, $y=0$ is a solution of the equation, which can be verified directly. This solution is obtained from the general solution when $C=0$.

Example 4. Find the general integral of the differential equation

$$
\left(x y^{2}+x\right) d x+\left(y-x^{2} y\right) d y=0
$$ -/
theorem calculus_165834 (y : ℝ → ℝ) (hy : Differentiable ℝ y)
    (h : ∀ x, (1 + x ^ 2) * deriv y x - 2 * x * y x = 0) (h0 : y 0 = 1) :
    ∃ C, ∀ x, y x = C * (1 + x ^ 2) := by",,
382dbd92-7ef1-5ba7-824c-b7afe17f059d,math-word-problem,no,,no,yes,"1. **Identify the prime factorizations:**
   - The prime factorization of 180 is \(180 = 2^2 \cdot 3^2 \cdot 5\).
   - The prime factorization of 900 is \(900 = 2^2 \cdot 3^2 \cdot 5^2\).

2. **Analyze the conditions:**
   - Given \(\text{lcm}(x, y) = 180\), both \(x\) and \(y\) must have prime factors that do not exceed the highest powers in 180.
   - Given \(\text{lcm}(x, z) = 900\), \(z\) must include the prime factors of 900, which means \(z\) must be divisible by \(5^2 = 25\).

3. **Determine the constraints on \(z\):**
   - Since \(z\) must be divisible by 25, we can write \(z = 25k\) for some integer \(k\).
   - Both \(y\) and \(\frac{z}{5} = 5k\) must be factors of 180. Therefore, \(k\) must be a factor of \(\frac{180}{5} = 36\).

4. **List the factors of 36:**
   - The factors of 36 are \(1, 2, 3, 4, 6, 9, 12, 18, 36\).

5. **Formulate \(n\):**
   - Since \(n = \text{lcm}(y, z)\) and \(z = 25k\), we have \(n = \text{lcm}(y, 25k)\).
   - For each factor \(k\) of 36, \(z = 25k\) and \(y\) must be chosen such that \(\text{lcm}(y, 25k)\) is a valid \(n\).

6. **Verify the possible values of \(n\):**
   - For each \(k\), \(n = \text{lcm}(y, 25k)\) must be divisible by 25 and must be a multiple of \(k\).
   - Since \(k\) is a factor of 36, \(n = 25k\) is valid for each factor \(k\) of 36.

7. **Count the valid \(n\):**
   - There are 9 factors of 36, so there are 9 possible values for \(n\).

The final answer is \(\boxed{9}\)","A positive integer $n$ has the property that there are three positive integers $x, y, z$ such that $\text{lcm}(x, y) = 180$, $\text{lcm}(x, z) = 900$, and $\text{lcm}(y, z) = n$, where $\text{lcm}$ denotes the lowest common multiple. Determine the number of positive integers $n$ with this property.",,"import Mathlib

/- A positive integer $n$ has the property that there are three positive integers $x, y, z$ such that $\text{lcm}(x, y) = 180$, $\text{lcm}(x, z) = 900$, and $\text{lcm}(y, z) = n$, where $\text{lcm}$ denotes the lowest common multiple. Determine the number of positive integers $n$ with this property. -/
theorem number_theory_51193 :
    Set.ncard {n : ℕ | ∃ x y z, x > 0 ∧ y > 0 ∧ z > 0 ∧ Nat.lcm x y = 180 ∧ Nat.lcm x z = 900 ∧ Nat.lcm y z = n} = 9 := by",,
fb0c183e-13b0-5fcf-a623-ddcddc1e99e4,math-word-problem,yes,yes,no,yes,"Reference answer: 363
Exam point: Simple Number Theory - Divisibility","50. Add a three-digit number after 594, to get a six-digit number that can be divided by 651. The three-digit number added is . $\qquad$",,"import Mathlib

/- 50. Add a three-digit number after 594, to get a six-digit number that can be divided by 651. The three-digit number added is . $\qquad$ -/
theorem number_theory_183938 (n : ℕ) (h : n ∈ Finset.Icc 100 999) :
    651 ∣ (594000 + n) ↔ n = 363 := by","import Mathlib

theorem number_theory_183938 (n : ℕ) (h : n ∈ Finset.Icc 100 999) :
    651 ∣ (594000 + n) ↔ n = 363 := by

  rw [Finset.mem_Icc] at h
  rcases h with ⟨h100, h999⟩
  constructor
  · -- Proof of first direction: If 651 divides 594000 + n, then n = 363
    intro hdiv
    omega
  · -- Proof of second direction: If n = 363, then 651 divides 594000 + n
    rintro hn
    rw [hn]
    norm_num",
a9e03dea-140f-5752-bfe1-31e34e876da9,math-word-problem,no,,no,yes,"## Solution

$$
\begin{aligned}
& \int_{0}^{2 \pi} \sin ^{6}\left(\frac{x}{4}\right) \cos ^{2}\left(\frac{x}{4}\right) d x=\left|\sin \left(\frac{x}{4}\right) \cos \left(\frac{x}{4}\right)=\frac{1}{2} \sin \left(\frac{x}{2}\right), \sin ^{2}\left(\frac{x}{4}\right)=\frac{1}{2}\left(1-\cos \left(\frac{x}{2}\right)\right)\right|= \\
& =\int_{0}^{2 \pi} \frac{1}{2^{2}} \sin ^{2}\left(\frac{x}{2}\right) \cdot \frac{1}{2^{2}}\left(1-\cos \left(\frac{x}{2}\right)\right)^{2} d x=\frac{1}{2^{4}} \cdot \int_{0}^{2 \pi} \sin ^{2}\left(\frac{x}{2}\right)\left(1-2 \cos \left(\frac{x}{2}\right)+\cos ^{2}\left(\frac{x}{2}\right)\right) d x= \\
& =\frac{1}{2^{4}} \cdot \int_{0}^{2 \pi} \sin ^{2}\left(\frac{x}{2}\right) d x-\frac{1}{2^{3}} \cdot \int_{0}^{2 \pi} \sin ^{2}\left(\frac{x}{2}\right) \cos \left(\frac{x}{2}\right) d x+\frac{1}{2^{4}} \cdot \int_{0}^{2 \pi} \sin ^{2}\left(\frac{x}{2}\right) \cos ^{2}\left(\frac{x}{2}\right) d x= \\
& =\left|\sin ^{2}\left(\frac{x}{2}\right)=\frac{1}{2}(1-\cos x), \sin \left(\frac{x}{2}\right) \cos \left(\frac{x}{2}\right)=\frac{1}{2} \sin x, 2 d\left(\sin \left(\frac{x}{2}\right)\right)=\cos \left(\frac{x}{2}\right) d x\right|= \\
& =\frac{1}{2^{4}} \cdot \int_{0}^{2 \pi} \frac{1}{2}(1-\cos x) d x-\frac{1}{2^{3}} \cdot \int_{0}^{2 \pi} \sin ^{2}\left(\frac{x}{2}\right) \cdot 2 d\left(\sin \left(\frac{x}{2}\right)\right)+\frac{1}{2^{4}} \cdot \int_{0}^{2 \pi} \frac{1}{2^{2}} \sin ^{2} x d x= \\
& =\left|\sin ^{2} x=\frac{1}{2}(1-\cos 2 x)\right|= \\
& =\left.\frac{1}{2^{5}} \cdot(x-\sin x)\right|_{0} ^{2 \pi}-\left.\frac{1}{2^{2}} \cdot \frac{1}{3} \sin ^{3}\left(\frac{x}{2}\right)\right|_{0} ^{2 \pi}+\frac{1}{2^{6}} \cdot \int_{0}^{2 \pi} \frac{1}{2}(1-\cos 2 x) d x= \\
& =\frac{1}{2^{5}}(2 \pi-\sin 2 \pi)-\frac{1}{2^{5}}(0-\sin 0)-\frac{1}{12} \sin ^{3} 2 \pi+\frac{1}{12} \sin ^{3} 0+\left.\frac{1}{2^{7}} \cdot\left(x-\frac{1}{2} \sin 2 x\right)\right|_{0} ^{2 \pi}= \\
& =\frac{1}{2^{5}}(2 \pi-0)-\frac{1}{2^{5}}(0-0)-\frac{1}{12} \cdot 0+\frac{1}{12} \cdot 0+\frac{1}{2^{7}} \cdot\left(2 \pi-\frac{1}{2} \sin ^{2 \pi}\right)-\frac{1}{2^{7}} \cdot\left(0-\frac{1}{2} \sin (2 \cdot 0)\right)= \\
& =\frac{\pi}{16}+\frac{1}{2^{7}} \cdot(2 \pi-0)-\frac{1}{2^{7}} \cdot(0-0)=\frac{\pi}{16}+\frac{\pi}{64}=\frac{5 \pi}{64}
\end{aligned}
$$

Source — «http://pluspi.org/wiki/index.php/\�\�\�\�\�\�\�\�\�\�\�\�_\�\� \%D1\% $83 \% \mathrm{D} 0 \% \mathrm{~B} 7 \% \mathrm{D} 0 \% \mathrm{BD} \% \mathrm{D} 0 \% \mathrm{~B} 5 \% \mathrm{D} 1 \% 86 \% \mathrm{D} 0 \% \mathrm{BE} \% \mathrm{D} 0 \% \mathrm{~B} 2 \mathrm{H} 0 \% 98 \% \mathrm{D} 0 \% \mathrm{BD} \% \mathrm{D} 1 \% 82 \% \mathrm{D} 0 \% \mathrm{~B} 5 \% \mathrm{D} 0 \% \mathrm{~B} 3$ $\% \mathrm{D} 1 \% 80 \% \mathrm{D} 0 \% \mathrm{~B} 0 \% \mathrm{D} 0 \% \mathrm{BB} \% \mathrm{D} 1 \% 8 \mathrm{~B}+10-22$ ""

Categories: Kuznetsov's Problem Book Integrals Problem 10 | Integrals

Ukrainian Banner Network

- Last edited: 14:54, June 7, 2009.
- Content is available under CC-BY-SA 3.0.

Created by GeeTeatoo

## Problem Kuznetsov Integrals $10-23$

## Material from PlusPi","## Problem Statement

Calculate the definite integral:

$$
\int_{0}^{2 \pi} \sin ^{6}\left(\frac{x}{4}\right) \cos ^{2}\left(\frac{x}{4}\right) d x
$$",,"import Mathlib

/- ## Problem Statement

Calculate the definite integral:

$$
\int_{0}^{2 \pi} \sin ^{6}\left(\frac{x}{4}\right) \cos ^{2}\left(\frac{x}{4}\right) d x
$$ -/
theorem calculus_134748 : ∫ x in (0)..(2 * Real.pi), (Real.sin (x / 4))^6 * (Real.cos (x / 4))^2 = 5 * Real.pi / 64 := by",,
5e3cb57c-0c78-5632-ad69-acba4b030775,proof,yes,yes,no,yes,Proof: Left side = $\begin{array}{l} \cos ^{2}(\alpha+\beta)+\cos ^{2}(\alpha-\beta) \\ -\left[\cos ^{2}(\alpha+\beta)-\sin ^{2}(\alpha-\beta)\right] \\ = \cos ^{2}(\alpha-\beta)+\sin ^{2}(\alpha-\beta)=1 \\ = \text { Right side. }\end{array}$,Example 7. Prove: $\begin{aligned} & \cos ^{2}(\alpha+\beta)+\cos ^{2}(\alpha-\beta) \\ & -\cos 2 \alpha \cos 2 \beta=1 .\end{aligned}$,,"import Mathlib

/- Example 7. Prove: $\begin{aligned} & \cos ^{2}(\alpha+\beta)+\cos ^{2}(\alpha-\beta) \\ & -\cos 2 \alpha \cos 2 \beta=1 .\end{aligned}$ -/
theorem algebra_299160 (α β : ℝ) :
    Real.cos (α + β) ^ 2 + Real.cos (α - β) ^ 2 - Real.cos (2 * α) * Real.cos (2 * β) = 1 := by","import Mathlib

theorem algebra_299160 (α β : ℝ) :
    Real.cos (α + β) ^ 2 + Real.cos (α - β) ^ 2 - Real.cos (2 * α) * Real.cos (2 * β) = 1 := by
  have h1 : Real.cos (α + β) = Real.cos α * Real.cos β - Real.sin α * Real.sin β := Real.cos_add α β
  have h2 : Real.cos (α - β) = Real.cos α * Real.cos β + Real.sin α * Real.sin β := Real.cos_sub α β
  have h3 : Real.cos (2 * α) = 2 * Real.cos α ^ 2 - 1 := by 
    rw [Real.cos_two_mul]
  have h4 : Real.cos (2 * β) = 2 * Real.cos β ^ 2 - 1 := by 
    rw [Real.cos_two_mul]

  rw [h1, h2, h3, h4]

  nlinarith [Real.cos_sq_add_sin_sq α, Real.cos_sq_add_sin_sq β, 
          sq_nonneg (Real.sin α), sq_nonneg (Real.sin β), 
          sq_nonneg (Real.sin α - Real.sin β), sq_nonneg (Real.cos α - Real.cos β)]",
