uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
de745d29-a551-5722-be50-96bdcc6173ce,math-word-problem,no,,no,yes,"I. Let's first consider the actual course of the journey up to the first rest. Of course, we assume that $m_{2}>g$, as the task only makes practical sense this way. Let the duration of the time intervals between the start, the 1st, 2nd, 3rd, 4th direction change, and the arrival at the rest stop be $t_{1}, t_{2}, t_{3}, t_{4}, t_{5}$ respectively.

![](https://cdn.mathpix.com/cropped/2024_05_02_d68d1e353cbef2cd47eag-1.jpg?height=718&width=1196&top_left_y=300&top_left_x=451)

When the motion graphs of the 4 travelers are plotted in the same coordinate system, it is evident from the alignment of the slopes (speeds) that the graph is symmetric about the midpoint of the line segment representing $B$'s motor travel, hence $t_{4}=t_{2}$, and $t_{5}=t_{1}$. Furthermore, $A$ and $C$ travel the same distance on the motor, while $B$ travels a shorter distance. The distance traveled alone by $A$ and $C$ is also the same, as well as the distance they travel together with $B$.

$C$ travels the planned distance $d$ on the motor in $t_{1}=\frac{d}{m_{2}}$ time. In the same time, the distance traveled together by $A$ and $B$ is $g t_{1}=d \cdot \frac{g}{m_{2}}$, so the lead of $D$ and $C$ when the motor first turns back is

$$
e_{1}=d-d \cdot \frac{g}{m_{2}}=d \cdot \frac{m_{2}-g}{m_{2}}
$$

Then $D$ and the $A, B$ pair approached each other at a speed of $m+g$ and the lead became 0 at the meeting point, so

$$
t_{2}=\frac{e_{1}}{m+g}=\frac{d\left(m_{2}-g\right)}{m_{2}(m+g)} \quad\left(=t_{1} \cdot \frac{m_{2}-g}{m+g}\right)
$$

Meanwhile, $C$ and $D$ moved away from each other at a speed of $m+g_{1}$, so $C$'s lead at the end of this period is

$$
e_{2}=\left(m+g_{1}\right) t_{2}=e_{1} \cdot \frac{m+g_{1}}{m+g}=d \cdot \frac{m_{2}-g}{m_{2}} \cdot \frac{m+g_{1}}{m+g} \quad\left(2
$$

furthermore, $x_{C, 3}$ does not depend on $g_{1}$. However, $x_{C, 2}$, according to (2), can be larger or smaller than planned depending on the value of $g_{1}$; for example, if $g_{1}=g$, then $x_{C, 2}=x_{C, 3}$, but if $g_{1}=0$, then $x_{C, 2}=0$; therefore, the distance $x=d+x_{C, 2}+x_{C, 3}$ can be larger or smaller than $s / 3$.

Thus, the value of $d^{\prime}$ to be used in the two iterations of the program should be chosen such that - using the new values in the same way but with the comma used above - the following holds:

$$
d^{\prime}+x_{C, 2}^{\prime}+x_{C, 3}^{\prime}=\frac{s-x}{2}
$$

From this, $d^{\prime}$ can be expressed as a function of $s$ and the four speeds using the above.

For the numerical example, the distance to be traveled in each of the two iterations is 20.11 km, so

$$
d^{\prime}=d \frac{20.11}{19.78}=12.95 \text{ km}
$$

the increase is about 1.7%.

The time used in the iterations of the program also increases in this proportion, to 2 hours and 6 minutes. Allowing for half-hour breaks, they reach their destination in about 7 hours and 16 minutes from the start, and their average speed is about 8.3 km/h.

V. The proportion of the distance traveled on foot can be determined even from the results of the first part of the journey before the rest. We will only calculate this for the numerical example. For $C$ and $A$, the ratio is 7.05 / 19.78 = 0.356. $B$'s distance traveled on foot is 2 $x_{C, 3}=8 \text{ km}$, and the ratio is 0.405. With this, we declare the solution complete.

Remark. The partial results of the plan can, of course, be determined much more simply, but they cannot make the calculation of the above or other versions of the realized variant unnecessary.

For example, if the distance traveled together by $A$ and $B$ is denoted by $z$, then $D$ travels a distance of $2 d-z$ until picking up $B$, so from the ratio of the distances and speeds

$$
(2 d-z): z=m: g, \quad z=d \cdot \frac{2 g}{m+g}
$$

Thus, from the fact that the length of the first segment of the program is

$$
d+2 z=d\left(1+\frac{4 g}{m+g}\right)=\frac{s}{3}
$$

(5) follows.","Four people want to complete a journey of length $s$, but they only have one motorcycle. Their plan is as follows: they all start at the same time, $A$ and $B$ walk at a speed of $g$, while $C$ and $D$ ride the motorcycle at a speed of $m$ to a certain distance $d$. From there, $C$ continues on foot, and $D$ turns back to pick up $B$, bringing them forward until they catch up with $C$. Then $B$ and $C$ continue walking together, while $D$ turns back to pick up $A$ and brings them forward until they catch up with the others. At this point, they rest for $T$ time, and by repeating the previous plan twice, they exactly reach their destination. How did they choose the length of the $d$ segment? What average speed did the group plan for? - During the first rest, it turned out that the walking speed was only $g$ when two people walked together, but it was only $g_{1}(<g)$ when walking alone; furthermore, the motorcycle only reached the speed of $m$ without a passenger, but with a passenger, the speed was $m_{2}(<m)$. Did this affect the length of the $d$ segment in the repeated plan?

What fraction of the journey did each traveler complete on foot?

What was the average speed of the group?

Numerical data: $s=60 \mathrm{~km}, g=5, g_{1}=4, m=30, m_{2}=25 \mathrm{~km} /$ hour.",,"import Mathlib

/- Four people want to complete a journey of length $s$, but they only have one motorcycle. Their plan is as follows: they all start at the same time, $A$ and $B$ walk at a speed of $g$, while $C$ and $D$ ride the motorcycle at a speed of $m$ to a certain distance $d$. From there, $C$ continues on foot, and $D$ turns back to pick up $B$, bringing them forward until they catch up with $C$. Then $B$ and $C$ continue walking together, while $D$ turns back to pick up $A$ and brings them forward until they catch up with the others. At this point, they rest for $T$ time, and by repeating the previous plan twice, they exactly reach their destination. How did they choose the length of the $d$ segment? What average speed did the group plan for? - During the first rest, it turned out that the walking speed was only $g$ when two people walked together, but it was only $g_{1}(<g)$ when walking alone; furthermore, the motorcycle only reached the speed of $m$ without a passenger, but with a passenger, the speed was $m_{2}(<m)$. Did this affect the length of the $d$ segment in the repeated plan?

What fraction of the journey did each traveler complete on foot?

What was the average speed of the group?

Numerical data: $s=60 \mathrm{~km}, g=5, g_{1}=4, m=30, m_{2}=25 \mathrm{~km} /$ hour. -/
theorem algebra_207394 (s : ℝ) (hs : s = 60) (g : ℝ) (hg : g = 5) (g1 : ℝ)
    (hg1 : g1 = 4) (m : ℝ) (hm : m = 30) (m2 : ℝ) (hm2 : m2 = 25) :
    d = s / (2 * (g + g1 + m + m2)) := by",,
63acb7e9-13eb-57ed-a877-0c7854cedad8,math-word-problem,no,,no,no,,"Let $n$ be a positive integer not exceeding $2014$, and $x^2 + x + 1$ be a factor of $x^{2n} + x^n + 1$. Find the sum of all possible values of $n$.",,"import Mathlib

/- Let $n$ be a positive integer not exceeding $2014$, and $x^2 + x + 1$ be a factor of $x^{2n} + x^n + 1$. Find the sum of all possible values of $n$. -/
theorem algebra_13960 :
    ∑ n in (Finset.Icc 1 2014).filter (fun n => (X^2 + X + 1) ∣ (X^(2*n) + X^n + 1)), n = 1352737 := by",,
50660c4c-35ac-5afb-ab3c-99b86c068530,math-word-problem,no,,no,no,,"Let $ x \cdot y \cdot z $ be real numbers such that $ x ^ { 3 } - x y z = - 16 $, $ y ^ { 3 } - x y z = 3 $, and $ z ^ { 3 } - x y z = 40 $. Find

the minimum possible value of $ x ^ { 2 } + y ^ { 2 } + z ^ { 2 } $.",,"import Mathlib

/- Let $ x \cdot y \cdot z $ be real numbers such that $ x ^ { 3 } - x y z = - 16 $, $ y ^ { 3 } - x y z = 3 $, and $ z ^ { 3 } - x y z = 40 $. Find

the minimum possible value of $ x ^ { 2 } + y ^ { 2 } + z ^ { 2 } $. -/
theorem algebra_13858 :
    IsLeast {a : ℝ | ∃ x y z, x ^ 3 - x * y * z = -16 ∧ y ^ 3 - x * y * z = 3 ∧ z ^ 3 - x * y * z = 40 ∧ a = x ^ 2 + y ^ 2 + z ^ 2 } (55 / 3) := by",,
a94e580a-1a89-5d35-8d09-cc7eea0600d4,math-word-problem,yes,yes,no,yes,"Answer: 80.

Solution: The total number of baked buns is $21 \cdot N$. This number must be divisible by 70 to be able to distribute them into several trays of 70 each. $70=2 \cdot 5 \cdot 7$, and 21 is already divisible by 7. Therefore, $N$ must be divisible by 10, and the smallest such $N$ is 80.","6-5. Grandma baked 21 batches of dumplings, with $N$ dumplings in each batch, $N>70$. Then she laid out all the dumplings on several trays, with 70 dumplings on each tray. What is the smallest possible value of $N$?",,"import Mathlib

/- 6-5. Grandma baked 21 batches of dumplings, with $N$ dumplings in each batch, $N>70$. Then she laid out all the dumplings on several trays, with 70 dumplings on each tray. What is the smallest possible value of $N$? -/
theorem number_theory_109327 {N : ℕ} (hN : N > 70) (h : 21 * N % 70 = 0) :
    N ≥ 80 := by","import Mathlib

theorem number_theory_109327 {N : ℕ} (hN : N > 70) (h : 21 * N % 70 = 0) :
    N ≥ 80 := by 
  omega",
506d65c5-b5ab-5ec5-999e-447fba0f9f65,math-word-problem,no,,no,yes,"Answer: 2.1 km.

Solution: The speeds of the cyclist and the pedestrian are in the ratio $7: 3$, the point of their meeting divides $A B$ in the same ratio.","3. Points $A, B, C$ are located sequentially, with the distance $A B$ being 3 km and the distance $B C$ being 4 km. A cyclist departed from point $A$ and headed to point $C$. At the same time, a pedestrian left point $B$ and headed to point $A$. It is known that the pedestrian and the cyclist arrived at points $A$ and $C$ simultaneously. Find the distance from point $A$ where they met.",,"import Mathlib

/- 3. Points $A, B, C$ are located sequentially, with the distance $A B$ being 3 km and the distance $B C$ being 4 km. A cyclist departed from point $A$ and headed to point $C$. At the same time, a pedestrian left point $B$ and headed to point $A$. It is known that the pedestrian and the cyclist arrived at points $A$ and $C$ simultaneously. Find the distance from point $A$ where they met. -/
theorem algebra_196332 (A B C : ℝ) (h₀ : A < B) (h₁ : B < C)
    (h₂ : dist A B = 3) (h₃ : dist B C = 4) (h₄ : ∃ x y, x > 0 ∧ y > 0 ∧ x + 4 = y + 3) :
    x = 2.1 := by",,
0e98816a-abb9-57ea-949b-0964ff416894,math-word-problem,no,,no,yes,"Let $\alpha=\arcsin \frac{1}{\sqrt{10}}, \beta=\arcsin \frac{1}{\sqrt{26}}, \gamma=\arcsin \frac{1}{\sqrt{50}}, \delta=\arcsin \frac{1}{\sqrt{65}}$, then $\cos (\alpha+\gamma)=\frac{3}{\sqrt{10}} \cdot \frac{7}{\sqrt{50}}-\arcsin \frac{1}{\sqrt{10}} \cdot \frac{1}{\sqrt{50}}=\frac{2}{\sqrt{5}}$, $\cos (\beta+\delta)=\frac{5}{\sqrt{26}} \cdot \frac{8}{\sqrt{65}}-\arcsin \frac{1}{\sqrt{26}} \cdot \frac{1}{\sqrt{65}}=\frac{3}{\sqrt{10}}$, thus $\cos (\alpha+\gamma+\beta+\delta)=\frac{2}{\sqrt{5}} \cdot \frac{3}{\sqrt{10}}-\frac{1}{\sqrt{5}} \cdot \frac{1}{\sqrt{10}}=\frac{\sqrt{2}}{2}$, so $\alpha+\beta+\gamma+\delta=\frac{\pi}{4}$.",8. $\arcsin \frac{1}{\sqrt{10}}+\arcsin \frac{1}{\sqrt{26}}+\arcsin \frac{1}{\sqrt{50}}+\arcsin \frac{1}{\sqrt{65}}=$ $\qquad$,,"import Mathlib

open Real Set

/- 8. $\arcsin \frac{1}{\sqrt{10}}+\arcsin \frac{1}{\sqrt{26}}+\arcsin \frac{1}{\sqrt{50}}+\arcsin \frac{1}{\sqrt{65}}=$ $\qquad$ -/
theorem algebra_137734 : arcsin (1 / sqrt 10) + arcsin (1 / sqrt 26) + arcsin (1 / sqrt 50) + arcsin (1 / sqrt 65) = π / 4 := by",,
ae9b6296-cf75-5b7b-94fa-24605320a629,math-word-problem,no,,no,yes,"$$
\begin{array}{l}
f(x)=\left\{\begin{array}{l}
2-\log _{3} x, 0<x<9, \\
\log _{3} x-2, x \geqslant 9,
\end{array} \text {, so we have } 2-\log _{3} a=4-2 \log _{3} b=2 \log _{3} c-4\right. \\
\Rightarrow\left\{\begin{array}{l}
a c^{2}=3^{6}, \\
b c=3^{4} .
\end{array} \text { Dividing the two equations, we get } \frac{a c}{b}=3^{2}=9 .\right.
\end{array}
$$","10. Let the function $f(x)=\left|2-\log _{3} x\right|$, positive real numbers $a, b, c$ satisfy $a<b<c$, and $f(a)=2 f(b)=2 f(c)$. Find the value of $\frac{a c}{b}$.",,"import Mathlib

/- 10. Let the function $f(x)=\left|2-\log _{3} x\right|$, positive real numbers $a, b, c$ satisfy $a<b<c$, and $f(a)=2 f(b)=2 f(c)$. Find the value of $\frac{a c}{b}$. -/
theorem algebra_132959 (f : ℝ → ℝ) (a b c : ℝ)
    (h₀ : ∀ x, f x = abs (2 - Real.logb 3 x))
    (h₁ : 0 < a)
    (h₂ : 0 < b)
    (h₃ : 0 < c)
    (h₄ : a < b)
    (h₅ : b < c)
    (h₆ : f a = 2 * f b)
    (h₇ : 2 * f b = 2 * f c) :
    a * c / b = 9 := by",,
801099f6-1f65-5ef2-b505-6ab6a1b230c4,MCQ,no,,no,no,,"If $f(x)$ is an odd function with a period of $5$ on $\mathbf{R}$, and satisfies $f(1)=8$, then $f(2010)-f(2009)=$ (   ).

A: $6$

B: $7$

C: $8$

D: $9$",,"import Mathlib

/- If $f(x)$ is an odd function with a period of $5$ on $\mathbf{R}$, and satisfies $f(1)=8$, then $f(2010)-f(2009)=$ (   ).

A: $6$

B: $7$

C: $8$

D: $9$ -/
theorem algebra_12770 {f : ℝ → ℝ} (hodd : Odd f) (hper : Function.Periodic f 5) (hf : f 1 = 8) :
    f 2010 - f 2009 = 8 := by",,
597b0999-12f7-5988-8eec-6b544f61bbb4,math-word-problem,yes,yes,no,no,,"The energy stored by any pair of positive charges is inversely proportional to the distance between them, and directly proportional to their charges. Three identical point charges start at the vertices of an equilateral triangle, and this configuration stores 15 Joules of energy. How much more energy, in Joules, would be stored if one of these charges was moved to the midpoint of the opposite side?",,"import Mathlib

/- The energy stored by any pair of positive charges is inversely proportional to the distance between them, and directly proportional to their charges. Three identical point charges start at the vertices of an equilateral triangle, and this configuration stores 15 Joules of energy. How much more energy, in Joules, would be stored if one of these charges was moved to the midpoint of the opposite side? -/
theorem algebra_14877 (q : ℝ) (h : q > 0) (h' : 15 = 3 * q^2 / (2 * Real.sqrt 3)) :
    15 + q^2 / (Real.sqrt 3) = 25 := by","import Mathlib

theorem algebra_14877 (q : ℝ) (h : q > 0) (h' : 15 = 3 * q^2 / (2 * Real.sqrt 3)) :
    15 + q^2 / (Real.sqrt 3) = 25 := by
        have h1 : Real.sqrt 3 > 0 := Real.sqrt_pos.mpr (show (3 : ℝ) > 0 by norm_num)
        have h2 : q^2 = 10 * Real.sqrt 3 := by
            field_simp [h1] at h'
            nlinarith [Real.sqrt_pos.mpr (show (3 : ℝ) > 0 by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ (3 : ℝ) by norm_num)]
        have h3 : q^2 / Real.sqrt 3 = 10 := by
            have h4 : Real.sqrt 3 > 0 := Real.sqrt_pos.mpr (show (3 : ℝ) > 0 by norm_num)
            have h5 : q^2 = 10 * Real.sqrt 3 := by
                field_simp [h4] at h'
                nlinarith [Real.sqrt_pos.mpr (show (3 : ℝ) > 0 by norm_num), Real.sq_sqrt (show (0 : ℝ) ≤ (3 : ℝ) by norm_num)]
            have h6 : Real.sqrt 3 > 0 := Real.sqrt_pos.mpr (show (3 : ℝ) > 0 by norm_num)
            field_simp [h6]
            nlinarith
        linarith [h3]",
5593954a-257d-5241-811d-b4d4da3e5dfa,math-word-problem,no,,no,yes,"From $\left\{\begin{array}{l}y=2 x, \\ y=\frac{4}{x},\end{array}\right.$ eliminating $y$ we get
$$
2 x=\frac{4}{x} \Rightarrow x^{2}=2 \Rightarrow x= \pm \sqrt{2} \text {. }
$$

Therefore, $A(\sqrt{2}, 2 \sqrt{2}), B(-\sqrt{2},-2 \sqrt{2})$.
Since point $C(\sqrt{2},-2 \sqrt{2})$, $\triangle A B C$ is a right triangle, and $\angle A C B=90^{\circ}$.
Obviously, $A C=4 \sqrt{2}, B C=2 \sqrt{2}$.
Thus, $S_{\triangle A C B}=\frac{1}{2} A C \cdot B C=8$.","Four, (25 points) Let the two intersection points of the functions $y=2x$ and $y=\frac{4}{x}$ be $A\left(x_{1}, y_{1}\right), B\left(x_{2}, y_{2}\right)\left(x_{1}>x_{2}\right)$, and point $C(\sqrt{2},-2 \sqrt{2})$. Find the area of $\triangle ABC$.",,"import Mathlib

open Real Set
open scoped BigOperators

/- Four, (25 points) Let the two intersection points of the functions $y=2x$ and $y=\frac{4}{x}$ be $A\left(x_{1}, y_{1}\right), B\left(x_{2}, y_{2}\right)\left(x_{1}>x_{2}\right)$, and point $C(\sqrt{2},-2 \sqrt{2})$. Find the area of $\triangle ABC$. -/
theorem algebra_297187 {x1 x2 : ℝ} (hx1 : x1 > x2) (h : 2 * x1 = 4 / x1) (h' : 2 * x2 = 4 / x2)
  (C : ℝ × ℝ) (hC : C = (Real.sqrt 2, -2 * Real.sqrt 2)) :
  (MeasureTheory.volume (convexHull ℝ {(x1, 2 * x1), (x2, 2 * x2), C})).toReal = 8 := by",,
