uuid,question_type,has_fl_proof?,fl_proof_compiles?,has_nl_proof?,has_soln_description?,soln_description,informal_statement,informal_proof,formal_statement,formal_proof,fl_proof_compilation_REPLerror
7f5c309a-a772-5159-8542-ad493525babe,math-word-problem,no,,no,yes,"To find the range of \( k \) for which the inequality
\[ \int_0^x \frac{dt}{\sqrt{(3 + t^2)^3}} \geq k \int_0^x \frac{dt}{\sqrt{3 + t^2}} \]
holds for \( 0 \leq x \leq 1 \), we start by analyzing the integrands.

1. **Simplify the ratio of integrands:**
   \[
   \frac{(3 + x^2)^{-3/2}}{(3 + x^2)^{-1/2}} = \frac{1}{3 + x^2}
   \]
   This function, \( \frac{1}{3 + x^2} \), is a decreasing positive function of \( x \) on the interval \( [0, 1] \).

2. **Determine the behavior of the ratio of integrals:**
   Since \( \frac{1}{3 + x^2} \) is decreasing, the ratio
   \[
   \frac{\int_0^x (3 + t^2)^{-3/2}\, dt}{\int_0^x (3 + t^2)^{-1/2}\, dt}
   \]
   is also a decreasing function. Therefore, the minimal value of this ratio over the domain \( [0, 1] \) is achieved at \( x = 1 \).

3. **Evaluate the integrals at \( x = 1 \):**
   We need to compute the integrals:
   \[
   I_1 = \int_0^1 \frac{dt}{(3 + t^2)^{3/2}}
   \]
   and
   \[
   I_2 = \int_0^1 \frac{dt}{\sqrt{3 + t^2}}
   \]

4. **Compute \( I_1 \):**
   Let \( t = \sqrt{3} \tan \theta \), then \( dt = \sqrt{3} \sec^2 \theta \, d\theta \). The limits change from \( t = 0 \) to \( t = 1 \) which corresponds to \( \theta = 0 \) to \( \theta = \tan^{-1} \frac{1}{\sqrt{3}} = \frac{\pi}{6} \).
   \[
   I_1 = \int_0^{\pi/6} \frac{\sqrt{3} \sec^2 \theta \, d\theta}{(3 + 3 \tan^2 \theta)^{3/2}} = \int_0^{\pi/6} \frac{\sqrt{3} \sec^2 \theta \, d\theta}{3^{3/2} \sec^3 \theta} = \frac{1}{3\sqrt{3}} \int_0^{\pi/6} \cos \theta \, d\theta
   \]
   \[
   = \frac{1}{3\sqrt{3}} \left[ \sin \theta \right]_0^{\pi/6} = \frac{1}{3\sqrt{3}} \left( \frac{1}{2} - 0 \right) = \frac{1}{6\sqrt{3}}
   \]

5. **Compute \( I_2 \):**
   Using the same substitution \( t = \sqrt{3} \tan \theta \):
   \[
   I_2 = \int_0^{\pi/6} \frac{\sqrt{3} \sec^2 \theta \, d\theta}{\sqrt{3 \sec^2 \theta}} = \int_0^{\pi/6} \sec \theta \, d\theta
   \]
   \[
   = \left[ \ln |\sec \theta + \tan \theta| \right]_0^{\pi/6} = \ln \left( \sec \frac{\pi}{6} + \tan \frac{\pi}{6} \right) - \ln (1)
   \]
   \[
   = \ln \left( \frac{2}{\sqrt{3}} + \frac{1}{\sqrt{3}} \right) = \ln \left( \frac{3}{\sqrt{3}} \right) = \ln \sqrt{3} = \frac{1}{2} \ln 3
   \]

6. **Find the ratio \( \frac{I_1}{I_2} \):**
   \[
   \frac{I_1}{I_2} = \frac{\frac{1}{6\sqrt{3}}}{\frac{1}{2} \ln 3} = \frac{1}{6\sqrt{3}} \cdot \frac{2}{\ln 3} = \frac{1}{3\sqrt{3} \ln 3}
   \]

7. **Determine the range of \( k \):**
   Since the minimal value of the ratio is achieved at \( x = 1 \), the maximal value of \( k \) is:
   \[
   k \leq \frac{1}{3\sqrt{3} \ln 3}
   \]

The final answer is \( \boxed{ k \leq \frac{1}{3\sqrt{3} \ln 3} } \)","Find the range of $ k$ for which the following inequality holds for $ 0\leq x\leq 1$.
\[ \int_0^x \frac {dt}{\sqrt {(3 \plus{} t^2)^3}}\geq k\int _0^x \frac {dt}{\sqrt {3 \plus{} t^2}}\]
If necessary, you may use $ \ln 3 \equal{} 1.10$.",,"import Mathlib

open Real Set
open scoped BigOperators

/- Find the range of $ k$ for which the following inequality holds for $ 0\leq x\leq 1$.
\[ \int_0^x \frac {dt}{\sqrt {(3 \plus{} t^2)^3}}\geq k\int _0^x \frac {dt}{\sqrt {3 \plus{} t^2}}\]
If necessary, you may use $ \ln 3 \equal{} 1.10$. -/
theorem inequalities_78634 (k : ℝ) :
  (∀ x ∈ Icc 0 1, ∫ t in (0)..x, 1 / sqrt ((3 + t ^ 2) ^ 3) ≥
    k * ∫ t in (0)..x, 1 / sqrt (3 + t ^ 2)) ↔
  k ≤ 1 / (3 * sqrt 3 * log 3) := by",,
332556eb-b503-5a52-9ef3-47513d0de56a,math-word-problem,no,,no,no,,Find the number of real roots of $x^3 + 3x + 5 = 0.$,,"import Mathlib

/- Find the number of real roots of $x^3 + 3x + 5 = 0.$ -/
theorem algebra_20948 (P : Polynomial ℝ) (hP : P = X^3 + 3*X + 5) :
    P.roots.toFinset.card = 1 := by",,
89e0165c-941c-5dfb-8cdf-743ebae232c3,math-word-problem,no,,no,yes,"17. (i) i.e., $\left(x^{2}-2\right)\left(x^{2}+2\right) \equiv 0(\bmod 37),\left(\frac{-2}{37}\right)=\left(\frac{2}{37}\right)=-1$, no solution;
(ii) $x \equiv 10,33,31,8(\bmod 41)$.","17. Solve the congruence equations using methods that both utilize and do not utilize primitive roots:
(i) $x^{4} \equiv 41(\bmod 37) ;$
(ii) $x^{4} \equiv 37(\bmod 41)$.",,"import Mathlib

/- 17. Solve the congruence equations using methods that both utilize and do not utilize primitive roots:
(i) $x^{4} \equiv 41(\bmod 37) ;$
(ii) $x^{4} \equiv 37(\bmod 41)$. -/
theorem number_theory_6616 (x : ZMod 41) : x^4 = 37 ↔ x = 10 ∨ x = 33 ∨ x = 31 ∨ x = 8 := by",,
e86a4b88-e848-50fa-8122-c3f101df4ad8,math-word-problem,no,,no,yes,"Since $2001=87 \times 23$, it follows from the problem statement that there exists a positive odd number $n$ such that $87 \mid\left(55^{n}+a \cdot 32^{n}\right)$ and $23 \mid\left(55^{n}+a \cdot 32^{n}\right)$. Therefore,
$$
0 \equiv 55^{n}+a \cdot 32^{n} \equiv(-32)^{n}+a \cdot 32^{n}=32^{n}(a-1)(\bmod 87) \text {, hence } a-1 \equiv 0(\bmod 87) \text {, }
$$

and $0 \equiv 55^{n}+a \cdot 32^{n} \equiv 32^{n}+a \cdot 32^{n}=32^{n}(a+1)(\bmod 23)$, hence $a+1 \equiv 0(\bmod 23)$. The problem then reduces to finding the smallest positive integer $a$ such that $87 \mid(a-1)$ and $23 \mid(a+1)$. For this, we can set $a=87 k+1$. Then, by 23 dividing $a+1=87 k+2=3 \times 23 k-5 k+2$, it follows that 23 divides $5 k-2$. Let $5 k=23 \cdot m+2\left(m \in \mathbf{N}_{+}\right)$, the problem reduces to finding the smallest positive integer $m$ such that $23 \cdot m+2$ is divisible by 5. By trial, the smallest positive integer $m=1$, thus $k=5$, and the smallest positive integer $a=87 \times 5+1=436$.","Example 4 (14th Irish Mathematical Olympiad, 2001) Find the smallest positive integer $a$ such that there exists a positive odd integer $n$ satisfying $2001 \mid\left(55^{n}+a \cdot 32^{n}\right)$.",,"import Mathlib

/- Example 4 (14th Irish Mathematical Olympiad, 2001) Find the smallest positive integer $a$ such that there exists a positive odd integer $n$ satisfying $2001 \mid\left(55^{n}+a \cdot 32^{n}\right)$. -/
theorem number_theory_292031 :
    IsLeast {a : ℕ | 0 < a ∧ ∃ n : ℕ, Odd n ∧ 2001 ∣ (55^n + a * 32^n)} 436 := by",,
213425da-fde1-538c-9686-b6e3355e990c,proof,no,,no,yes,"1. Let \( f(x) = ax^2 + bx + c \) and \( g(x) = -ax^2 + bx + c \). Given that \( r \) is a root of \( f(x) \), we have:
   \[
   f(r) = ar^2 + br + c = 0
   \]
   Similarly, given that \( s \) is a root of \( g(x) \), we have:
   \[
   g(s) = -as^2 + bs + c = 0
   \]

2. We need to show that the quadratic equation \( h(x) = \frac{a}{2} x^2 + bx + c \) has a root between \( r \) and \( s \).

3. Evaluate \( h(x) \) at \( r \) and \( s \):
   \[
   h(r) = \frac{a}{2} r^2 + br + c
   \]
   Since \( f(r) = 0 \), we have:
   \[
   ar^2 + br + c = 0 \implies c = -ar^2 - br
   \]
   Substituting \( c \) into \( h(r) \):
   \[
   h(r) = \frac{a}{2} r^2 + br - ar^2 - br = \frac{a}{2} r^2 - ar^2 = -\frac{a}{2} r^2
   \]

4. Similarly, evaluate \( h(x) \) at \( s \):
   \[
   h(s) = \frac{a}{2} s^2 + bs + c
   \]
   Since \( g(s) = 0 \), we have:
   \[
   -as^2 + bs + c = 0 \implies c = as^2 - bs
   \]
   Substituting \( c \) into \( h(s) \):
   \[
   h(s) = \frac{a}{2} s^2 + bs + as^2 - bs = \frac{a}{2} s^2 + as^2 = \frac{3a}{2} s^2
   \]

5. Now, we have:
   \[
   h(r) = -\frac{a}{2} r^2 \quad \text{and} \quad h(s) = \frac{3a}{2} s^2
   \]

6. Since \( h(r) \) and \( h(s) \) have opposite signs (one is negative and the other is positive), by the Intermediate Value Theorem, there must be a root of \( h(x) \) between \( r \) and \( s \).

\[
\boxed{\text{Therefore, } \frac{a}{2} x^2 + bx + c = 0 \text{ has a root between } r \text{ and } s.}
\]","Let $ a, b, c, r,$ and $ s$ be real numbers. Show that if $ r$ is a root of $ ax^2\plus{}bx\plus{}c \equal{} 0$ and s is a root of $ \minus{}ax^2\plus{}bx\plus{}c \equal{} 0,$  then \[ \frac{a}{2} x^2 \plus{} bx \plus{} c \equal{} 0\] has a root between $ r$ and $ s.$",,"import Mathlib

/- Let $ a, b, c, r,$ and $ s$ be real numbers. Show that if $ r$ is a root of $ ax^2\plus{}bx\plus{}c \equal{} 0$ and s is a root of $ \minus{}ax^2\plus{}bx\plus{}c \equal{} 0,$  then \[ \frac{a}{2} x^2 \plus{} bx \plus{} c \equal{} 0\] has a root between $ r$ and $ s.$ -/
theorem calculus_30169 (a b c r s : ℝ) (ha : a ≠ 0) (hr : a * r ^ 2 + b * r + c = 0)
    (hs : -a * s ^ 2 + b * s + c = 0) :
    ∃ x, r < x ∧ x < s ∧ a / 2 * x ^ 2 + b * x + c = 0 := by",,
d7f0aff4-978e-5221-a21a-b1331287effe,math-word-problem,no,,no,yes,"15. From the problem, we have
$$
\begin{array}{l}
a_{2}=\left(3^{\frac{2}{2 k-1}}-1\right) \times 3+3=3^{\frac{2 k+1}{2 k-1}} . \\
\text { Also, } a_{n+1}=\left(3^{\frac{2}{2 k-1}}-1\right) S_{n}+3, \\
a_{n}=\left(3^{\frac{2}{2 k-1}}-1\right) S_{n-1}+3(n \geqslant 2),
\end{array}
$$

Thus, \(a_{n+1}-a_{n}=\left(3^{\frac{2}{2 k-1}}-1\right) a_{n}\)
$$
\begin{array}{l}
\Rightarrow a_{n+1}=3^{\frac{2}{2 k-1}} a_{n} \\
\Rightarrow a_{n}=a_{2}\left(3^{\frac{2}{2 k-1}}\right)^{n-2}=3^{\frac{2 n+2 k-3}{2 k-1}}(n \geqslant 2) .
\end{array}
$$

Clearly, \(n=1\) also fits.
Therefore, the general term formula for the sequence \(\left\{a_{n}\right\}\) is
$$
a_{n}=3^{\frac{2 n+2 k-3}{2 k-1}}\left(n \in \mathbf{Z}_{+}\right) \text {. }
$$

Thus, \(b_{n}=\frac{1}{n} \log _{3} a_{1} a_{2} \cdots a_{n}\)
$$
\begin{array}{l}
=\frac{1}{n} \cdot \frac{1}{2 k-1} \sum_{i=1}^{n}(2 i+2 k-3) \\
=1+\frac{n-1}{2 k-1} .
\end{array}
$$

Therefore, \(b_{n}-\frac{3}{2}=\frac{n-\left(k+\frac{1}{2}\right)}{2 k-1}\). Hence, when \(n \leqslant k\), \(b_{n}-\frac{3}{2} < 0\); when \(n > k\), \(b_{n}-\frac{3}{2} > 0\).
$$
\begin{array}{l}
\text { Then } T_{k}=\sum_{i=1}^{2 k}\left|b_{i}-\frac{3}{2}\right| \\
=\sum_{i=1}^{k}\left(\frac{3}{2}-b_{i}\right)+\sum_{i=k+1}^{2 k}\left(b_{i}-\frac{3}{2}\right) \\
=\frac{k^{2}}{2 k-1} .
\end{array}
$$

Since \(T_{k} \in \mathbf{Z}_{+}\), i.e., \((2 k-1) \mid k^{2}\), we have \((2 k-1) \mid\left(4 k^{2}-1+1\right)\).
Thus, \((2 k-1) \mid 1\).
Hence, \(2 k-1=1 \Rightarrow k=1\).
Therefore, the only possible value of \(k\) is 1.","15. Given $k$ as a positive integer, the sequence $\left\{a_{n}\right\}$ satisfies
$$
a_{1}=3, a_{n+1}=\left(3^{\frac{2}{2 x-1}}-1\right) S_{n}+3\left(n \in \mathbf{Z}_{+}\right) \text {, }
$$

where $S_{n}$ is the sum of the first $n$ terms of the sequence $\left\{a_{n}\right\}$.
Let $b_{n}=\frac{1}{n} \log _{3} a_{1} a_{2} \cdots a_{n}\left(n \in \mathbf{Z}_{+}\right)$, and define
$$
T_{k}=\sum_{i=1}^{2 k}\left|b_{i}-\frac{3}{2}\right| \text {. }
$$

If $T_{k} \in \mathbf{Z}_{+}$, find all possible values of $k$.",,"import Mathlib

open Real

/- 15. Given $k$ as a positive integer, the sequence $\left\{a_{n}\right\}$ satisfies
$$
a_{1}=3, a_{n+1}=\left(3^{\frac{2}{2 x-1}}-1\right) S_{n}+3\left(n \in \mathbf{Z}_{+}\right) \text {, }
$$

where $S_{n}$ is the sum of the first $n$ terms of the sequence $\left\{a_{n}\right\}$.
Let $b_{n}=\frac{1}{n} \log _{3} a_{1} a_{2} \cdots a_{n}\left(n \in \mathbf{Z}_{+}\right)$, and define
$$
T_{k}=\sum_{i=1}^{2 k}\left|b_{i}-\frac{3}{2}\right| \text {. }
$$

If $T_{k} \in \mathbf{Z}_{+}$, find all possible values of $k$. -/
theorem algebra_126137 {k : ℕ} (hk : k > 0) :
    ∃ m : ℕ, m > 0 ∧ ∑ i ∈ Finset.Icc 1 (2 * k), |(1 / i) * logb 3 (∏ j ∈ Finset.Icc 1 i, (3 ^ (2 / (2 * j - 1)) - 1)) - 3 / 2| = m ↔ k = 1 := by",,
d311518b-5a9d-54b5-8f6e-6022b5f8791d,math-word-problem,no,,no,yes,"1. **Define the recurrence relation:**
   The sequence is defined by:
   \[
   x_0 = 5, \quad x_n = ax_{n-1} + b \quad \text{for every integer } n > 0.
   \]

2. **Solve the recurrence relation:**
   We can solve the recurrence relation by iterating:
   \[
   x_1 = a x_0 + b = 5a + b,
   \]
   \[
   x_2 = a x_1 + b = a(5a + b) + b = 5a^2 + ab + b,
   \]
   \[
   x_3 = a x_2 + b = a(5a^2 + ab + b) + b = 5a^3 + a^2b + ab + b.
   \]
   By induction, we can generalize:
   \[
   x_n = 5a^n + b(1 + a + a^2 + \cdots + a^{n-1}).
   \]
   Using the formula for the sum of a geometric series, we get:
   \[
   x_n = 5a^n + b \left( \frac{a^n - 1}{a - 1} \right) \quad \text{for } a \neq 1.
   \]
   If \(a = 1\), the sequence simplifies to:
   \[
   x_n = 5 + bn.
   \]

3. **Analyze the sequence modulo 5:**
   Consider the sequence modulo 5:
   \[
   x_n \equiv 5a^n + b \left( \frac{a^n - 1}{a - 1} \right) \pmod{5}.
   \]
   Since \(5a^n \equiv 0 \pmod{5}\), we have:
   \[
   x_n \equiv b \left( \frac{a^n - 1}{a - 1} \right) \pmod{5}.
   \]
   If \(a \equiv 1 \pmod{5}\), then:
   \[
   x_n \equiv 5 + bn \pmod{5}.
   \]
   Since \(b\) is not divisible by 5, \(x_n\) will be divisible by 5 when \(n\) is a multiple of 5.

4. **Determine the maximum number of consecutive primes:**
   - If \(a \not\equiv 1 \pmod{5}\), the order of \(a\) modulo 5, denoted \(ord_5(a)\), determines the periodicity. The sequence can have at most \(ord_5(a)\) consecutive primes.
   - If \(a \equiv 1 \pmod{5}\), the sequence can have at most 5 consecutive primes before encountering a composite term.

5. **Construct a sequence with maximum consecutive primes:**
   Consider \(a = 1\) and \(b = 6\):
   \[
   x_0 = 5,
   \]
   \[
   x_1 = 5 + 6 = 11,
   \]
   \[
   x_2 = 5 + 2 \cdot 6 = 17,
   \]
   \[
   x_3 = 5 + 3 \cdot 6 = 23,
   \]
   \[
   x_4 = 5 + 4 \cdot 6 = 29,
   \]
   \[
   x_5 = 5 + 5 \cdot 6 = 35 \quad (\text{composite}).
   \]
   This sequence has 5 consecutive primes.

The final answer is \(\boxed{5 \text{ consecutive primes}}\).","Let $a$ and $b$ be positive integers not divisible by $5$. A sequence of integers is constructed as follows: the first term is $5$, and every consequent term is obtained by multiplying its precedent by $a$ and adding $b$. (For example, if $a = 2$ and $b = 4$, the first three terms are $5,14,32$.) What is the maximum possible number  of primes that can occur before encoutering the first composite term?",,"import Mathlib

/- Let $a$ and $b$ be positive integers not divisible by $5$. A sequence of integers is constructed as follows: the first term is $5$, and every consequent term is obtained by multiplying its precedent by $a$ and adding $b$. (For example, if $a = 2$ and $b = 4$, the first three terms are $5,14,32$.) What is the maximum possible number  of primes that can occur before encoutering the first composite term? -/
theorem number_theory_44325 (a b : ℕ) (ha : 0 < a) (hb : 0 < b)
    (h5 : ¬5 ∣ a) (h6 : ¬5 ∣ b) :
    IsGreatest {n | ∃ p : ℕ → ℕ, (∀ i ∈ Finset.range n, Nat.Prime (p i)) ∧
      p 0 = 5 ∧ ∀ i ∈ Finset.range (n - 1), p (i + 1) = a * p i + b} 5 := by",,
e0d295dc-6912-5bff-8043-a3862f88b4b0,proof,no,,no,no,,"Let $n \ge  2$ be a positive integer. Suppose that $a_1,a_2,...,a_n$ and  $b_1,b_2,...,b_n$ are 2n numbers such that $\sum_{i=1}^n a_i =\sum_{i=1}^n n_i= 1$ and $a_i\ge 0, 0 \le b_i\le \frac{n-1}{n}, i = 1, 2,..., n$. Show that
$$b_1a_2a_3...a_n+a_1b_2a_3...a_n+...+a_1a_2...a_{k-1}b_ka_{k+1}...a_n+ ...+ a_1a_2...a_{n-1}b_n \le \frac{1}{n(n-1)^{n-2}}$$",,"import Mathlib

open Finset Real

/- Let $n \ge  2$ be a positive integer. Suppose that $a_1,a_2,...,a_n$ and  $b_1,b_2,...,b_n$ are 2n numbers such that $\sum_{i=1}^n a_i =\sum_{i=1}^n n_i= 1$ and $a_i\ge 0, 0 \le b_i\le \frac{n-1}{n}, i = 1, 2,..., n$. Show that
$$b_1a_2a_3...a_n+a_1b_2a_3...a_n+...+a_1a_2...a_{k-1}b_ka_{k+1}...a_n+ ...+ a_1a_2...a_{n-1}b_n \le \frac{1}{n(n-1)^{n-2}}$$ -/
theorem inequalities_72028 {n : ℕ} (hn : 2 ≤ n) (a b : ℕ → ℝ)
    (ha : ∑ i ∈ Icc 1 n, a i = 1) (hb : ∑ i ∈ Icc 1 n, b i = 1)
    (hpos : ∀ i ∈ Icc 1 n, a i ≥ 0) (hbound : ∀ i ∈ Icc 1 n, 0 ≤ b i ∧ b i ≤ (n - 1) / n) :
    ∑ k ∈ Icc 1 n, (∏ i ∈ Icc 1 n, if i ≠ k then a i else 1) * b k ≤
    1 / (n * (n - 1) ^ (n - 2)) := by",,
92f905e9-c60e-523a-a49c-09c2b28a94b6,math-word-problem,yes,yes,yes_generated,yes,"1. Given the polynomial equation \(x^3 - 2x^2 + 3x - 4 = 0\), let \(a, b, c\) be the distinct roots. We need to find the value of:
   \[
   \frac{1}{a(b^2 + c^2 - a^2)} + \frac{1}{b(c^2 + a^2 - b^2)} + \frac{1}{c(a^2 + b^2 - c^2)}
   \]

2. By Vieta's formulas, for the polynomial \(x^3 - 2x^2 + 3x - 4 = 0\), we have:
   \[
   a + b + c = 2
   \]
   \[
   ab + bc + ca = 3
   \]
   \[
   abc = 4
   \]

3. We need to express \(a^2 + b^2 + c^2\) in terms of the sums and products of the roots. Using the identity:
   \[
   a^2 + b^2 + c^2 = (a + b + c)^2 - 2(ab + bc + ca)
   \]
   Substituting the values from Vieta's formulas:
   \[
   a^2 + b^2 + c^2 = 2^2 - 2 \cdot 3 = 4 - 6 = -2
   \]

4. Now, consider the expression we need to evaluate:
   \[
   \sum_{cyc} \frac{1}{a(b^2 + c^2 - a^2)}
   \]
   Using the identity \(a^2 + b^2 + c^2 = -2\), we can rewrite \(b^2 + c^2 - a^2\) as:
   \[
   b^2 + c^2 - a^2 = -2 - a^2 - a^2 = -2 - 2a^2
   \]
   Therefore:
   \[
   \frac{1}{a(b^2 + c^2 - a^2)} = \frac{1}{a(-2 - 2a^2)} = \frac{1}{-2a(1 + a^2)}
   \]

5. Summing cyclically, we get:
   \[
   \sum_{cyc} \frac{1}{-2a(1 + a^2)} = -\frac{1}{2} \sum_{cyc} \frac{1}{a(1 + a^2)}
   \]

6. To simplify further, note that the product of the roots \(abc = 4\) and the polynomial can be factored as:
   \[
   (x - a)(x - b)(x - c) = x^3 - 2x^2 + 3x - 4
   \]
   We need to evaluate the sum:
   \[
   \sum_{cyc} \frac{1}{a(1 + a^2)}
   \]

7. Using the fact that the product of the roots and their squares plus one is:
   \[
   \prod_{cyc} (a^2 + 1) = (a^2 + 1)(b^2 + 1)(c^2 + 1)
   \]
   Since \(a, b, c\) are roots of the polynomial, we can use the fact that:
   \[
   \prod_{cyc} (a^2 + 1) = 4
   \]

8. Therefore, the sum simplifies to:
   \[
   \sum_{cyc} \frac{1}{-2a(1 + a^2)} = -\frac{1}{2} \cdot \frac{1}{4} = -\frac{1}{8}
   \]

The final answer is \(\boxed{-\frac{1}{8}}\).","Let $a, b$ and $c$ be the distinct solutions to the equation $x^3-2x^2+3x-4=0$. Find the value of
$$\frac{1}{a(b^2+c^2-a^2)}+\frac{1}{b(c^2+a^2-b^2)}+\frac{1}{c(a^2+b^2-c^2)}.$$","We are given that $a, b,$ and $c$ are distinct real numbers that satisfy the equation $x^3 - 2x^2 + 3x - 4 = 0$. We will demonstrate that these conditions are contradictory. The theorem's conclusion then follows as a vacuously true statement.

Let $P(x) = x^3 - 2x^2 + 3x - 4$. Since $a$ and $b$ are roots of this polynomial, we have:
1. $a^3 - 2a^2 + 3a - 4 = 0$
2. $b^3 - 2b^2 + 3b - 4 = 0$

Subtracting the second equation from the first gives:
$(a^3 - b^3) - 2(a^2 - b^2) + 3(a - b) = 0$

We can factor the term $(a - b)$ from each part of the expression:
$(a - b)(a^2 + ab + b^2) - 2(a - b)(a + b) + 3(a - b) = 0$

Factoring out the common term $(a - b)$ yields:
$(a - b) \cdot (a^2 + ab + b^2 - 2(a + b) + 3) = 0$

For this product to be zero, one of the factors must be zero. We analyze the two possibilities:

**Case 1: $a - b = 0$**
This directly implies $a = b$.

**Case 2: $a^2 + ab + b^2 - 2(a + b) + 3 = 0$**
We will show that this condition is impossible for any real numbers $a$ and $b$. Let's analyze the expression by treating it as a quadratic in $a$:
$a^2 + (b - 2)a + (b^2 - 2b + 3) = 0$

For this quadratic equation to have a real solution for $a$, its discriminant must be non-negative. The discriminant is:
$\Delta = (b - 2)^2 - 4(1)(b^2 - 2b + 3)$
$\Delta = (b^2 - 4b + 4) - (4b^2 - 8b + 12)$
$\Delta = -3b^2 + 4b - 8$

Now, let's examine the discriminant of this new quadratic in $b$, $-3b^2 + 4b - 8$. Its discriminant is $4^2 - 4(-3)(-8) = 16 - 96 = -80$. Since this discriminant is negative and the leading coefficient ($-3$) is negative, the quadratic expression $-3b^2 + 4b - 8$ is always negative for all real values of $b$.

This means the original discriminant $\Delta$ is always negative. Consequently, the equation $a^2 + (b - 2)a + (b^2 - 2b + 3) = 0$ has no real solutions for $a$. Thus, this second case is impossible.

From our case analysis, the only possibility that is not logically impossible requires that $a = b$. However, the initial problem statement asserts that $a, b,$ and $c$ are distinct, which means $a \neq b$.

We have thus reached a contradiction: the premise that $a$ and $b$ are distinct roots of the polynomial implies that $a=b$. Therefore, the set of assumptions in the theorem is inconsistent. A statement whose premises are false is vacuously true. This completes the proof.","import Mathlib

/- Let $a, b$ and $c$ be the distinct solutions to the equation $x^3-2x^2+3x-4=0$. Find the value of
$$\frac{1}{a(b^2+c^2-a^2)}+\frac{1}{b(c^2+a^2-b^2)}+\frac{1}{c(a^2+b^2-c^2)}.$$ -/
theorem algebra_84856 (a b c : ℝ) (ha : a^3 - 2 * a^2 + 3 * a - 4 = 0) (hb : b^3 - 2 * b^2 + 3 * b - 4 = 0) (hc : c^3 - 2 * c^2 + 3 * c - 4 = 0) (hdist : a ≠ b ∧ a ≠ c ∧ b ≠ c) :
    1 / (a * (b^2 + c^2 - a^2)) + 1 / (b * (c^2 + a^2 - b^2)) + 1 / (c * (a^2 + b^2 - c^2)) = -1 / 8 := by","import Mathlib

theorem algebra_84856 (a b c : ℝ) (ha : a^3 - 2 * a^2 + 3 * a - 4 = 0) (hb : b^3 - 2 * b^2 + 3 * b - 4 = 0) (hc : c^3 - 2 * c^2 + 3 * c - 4 = 0) (hdist : a ≠ b ∧ a ≠ c ∧ b ≠ c) :
    1 / (a * (b^2 + c^2 - a^2)) + 1 / (b * (c^2 + a^2 - b^2)) + 1 / (c * (a^2 + b^2 - c^2)) = -1 / 8 := by
  have h2 : a = b := by
    have h3 : a^3 - 2 * a^2 + 3 * a - 4 = 0 := ha
    have h4 : b^3 - 2 * b^2 + 3 * b - 4 = 0 := hb
    have h5 : a^3 - 2 * a^2 + 3 * a - 4 - (b^3 - 2 * b^2 + 3 * b - 4) = 0 := by
      linarith
    have h6 : (a - b) * (a^2 + a * b + b^2 - 2 * (a + b) + 3) = 0 := by
      ring_nf at h5 ⊢
      linarith
    cases (mul_eq_zero.mp h6) with
    | inl h7 =>
      have h8 : a - b = 0 := by linarith
      linarith
    | inr h8 =>
      have h7 : (a - b)^2 + (a + b - 2)^2 = 0 := by
        nlinarith [sq_nonneg (a - b), sq_nonneg (a + b - 2)]
      have h8 : (a - b)^2 = 0 := by
        nlinarith [sq_nonneg (a - b), sq_nonneg (a + b - 2)]
      have h9 : a - b = 0 := by
        nlinarith
      linarith
  have h14 : a = b := h2
  have h15 : a ≠ b := hdist.1
  contradiction",
a2b0b094-dec6-505c-b436-0e813843e8c4,proof,no,,no,yes,"SolutION. Rewrite $x, y$ in the following forms
$$x=\sqrt{\frac{3 c^{2}}{4}+\left(b-\frac{c}{2}\right)^{2}}, y=\sqrt{\frac{3 c^{2}}{4}+\left(a-\frac{c}{2}\right)^{2}}.$$

According to the Cauchy-Schwarz inequality, we conclude
$$x y \geq \frac{3 c^{2}}{4}+\frac{1}{4}(2 b-c)(2 a-c)$$
which implies
$$\sum_{c y c} x y \geq \frac{3}{4} \sum_{c y c} c^{2}+\frac{1}{4} \sum_{c y c}(2 b-c)(2 a-c)=\sum_{c y c} a^{2}$$","Example 2.1.4. Let $a, b, c$ be three arbitrary real numbers. Denote
$$x=\sqrt{b^{2}-b c+c^{2}}, y=\sqrt{c^{2}-c a+a^{2}}, z=\sqrt{a^{2}-a b+b^{2}}.$$

Prove that
$$x y+y z+z x \geq a^{2}+b^{2}+c^{2}$$",,"import Mathlib

/- Example 2.1.4. Let $a, b, c$ be three arbitrary real numbers. Denote
$$x=\sqrt{b^{2}-b c+c^{2}}, y=\sqrt{c^{2}-c a+a^{2}}, z=\sqrt{a^{2}-a b+b^{2}}.$$

Prove that
$$x y+y z+z x \geq a^{2}+b^{2}+c^{2}$$ -/
theorem inequalities_597620 (a b c : ℝ) :
    Real.sqrt (b^2 - b * c + c^2) * Real.sqrt (c^2 - c * a + a^2) +
    Real.sqrt (c^2 - c * a + a^2) * Real.sqrt (a^2 - a * b + b^2) +
    Real.sqrt (a^2 - a * b + b^2) * Real.sqrt (b^2 - b * c + c^2) ≥
    a^2 + b^2 + c^2 := by",,
